Scenario,lcoh_cat,Technology,Region,Year,LCOH($/kg)
"OnGrid_20_v3","electricity-grid-retailer","electrolyzer","p93","2032",0.0547045951859956
"OnGrid_20_v3","electricity-grid-retailer","electrolyzer","p93","2035",0.0538986762638371
"OnGrid_20_v3","electricity-grid-retailer","electrolyzer","p108","2029",0.0547045951859956
"OnGrid_20_v3","electricity-grid-retailer","electrolyzer","p108","2032",0.0544462730697348
"OnGrid_20_v3","electricity-grid-retailer","electrolyzer","p108","2035",0.0544462730697348
"OnGrid_10_v3","fom","electrolyzer","p33","2026",6.99763698196285E-6
"OnGrid_10_v3","fom","electrolyzer","p33","2029",6.97954948679962E-6
"OnGrid_10_v3","fom","electrolyzer","p33","2032",6.93998236696469E-6
"OnGrid_10_v3","fom","electrolyzer","p33","2035",6.90510781071673E-6
"OnGrid_10_v3","fom","electrolyzer","p37","2032",6.87959906357099E-6
"OnGrid_10_v3","fom","electrolyzer","p37","2035",6.87959906357099E-6
"OnGrid_10_v3","fom","electrolyzer","p53","2026",6.99763698196283E-6
"OnGrid_10_v3","fom","electrolyzer","p53","2029",6.97519351482868E-6
"OnGrid_10_v3","fom","electrolyzer","p53","2032",6.95468180809968E-6
"OnGrid_10_v3","fom","electrolyzer","p53","2035",6.95468180809967E-6
"OnGrid_10_v3","fom","electrolyzer","p74","2026",6.99763698196282E-6
"OnGrid_10_v3","fom","electrolyzer","p74","2029",6.94071187930317E-6
"OnGrid_10_v3","fom","electrolyzer","p74","2032",6.9389986859292E-6
"OnGrid_10_v3","fom","electrolyzer","p74","2035",6.93899868592921E-6
"OnGrid_10_v3","fom","electrolyzer","p87","2032",6.87959906357099E-6
"OnGrid_10_v3","fom","electrolyzer","p87","2035",6.87959906357099E-6
"OnGrid_10_v3","fom","electrolyzer","p88","2032",6.87959906357101E-6
"OnGrid_10_v3","fom","electrolyzer","p88","2035",6.87959906357098E-6
"OnGrid_10_v3","fom","electrolyzer","p93","2035",6.82077693778545E-6
"OnGrid_10_v3","fom","electrolyzer","p108","2032",6.87959906357099E-6
"OnGrid_10_v3","fom","electrolyzer","p108","2035",6.87959906357099E-6
"OnGrid_10_v3","vom","electrolyzer","p33","2026",2.35638E-5
"OnGrid_10_v3","vom","electrolyzer","p33","2029",2.36252251977012E-5
"OnGrid_10_v3","vom","electrolyzer","p33","2032",2.37609581736377E-5
"OnGrid_10_v3","vom","electrolyzer","p33","2035",2.38820310991797E-5
"OnGrid_10_v3","vom","electrolyzer","p37","2032",2.39681E-5
"OnGrid_10_v3","vom","electrolyzer","p37","2035",2.39681E-5
"OnGrid_10_v3","vom","electrolyzer","p53","2026",2.35638E-5
"OnGrid_10_v3","vom","electrolyzer","p53","2029",2.3640018093958E-5
"OnGrid_10_v3","vom","electrolyzer","p53","2032",2.37104146468048E-5
"OnGrid_10_v3","vom","electrolyzer","p53","2035",2.37104146468048E-5
"OnGrid_10_v3","vom","electrolyzer","p74","2026",2.35638E-5
"OnGrid_10_v3","vom","electrolyzer","p74","2029",2.37571178504531E-5
"OnGrid_10_v3","vom","electrolyzer","p74","2032",2.37630323745394E-5
"OnGrid_10_v3","vom","electrolyzer","p74","2035",2.37630323745394E-5
"OnGrid_10_v3","vom","electrolyzer","p87","2032",2.39681E-5
"OnGrid_10_v3","vom","electrolyzer","p87","2035",2.39681E-5
"OnGrid_10_v3","vom","electrolyzer","p88","2032",2.39681E-5
"OnGrid_10_v3","vom","electrolyzer","p88","2035",2.39681E-5
"OnGrid_10_v3","vom","electrolyzer","p93","2035",2.41748E-5
"OnGrid_10_v3","vom","electrolyzer","p108","2032",2.39681E-5
"OnGrid_10_v3","vom","electrolyzer","p108","2035",2.39681E-5
"OnGrid_10_v3","capcost","electrolyzer","p33","2026",8.42761551877125E-7
"OnGrid_10_v3","capcost","electrolyzer","p33","2029",8.40583181445418E-7
"OnGrid_10_v3","capcost","electrolyzer","p33","2032",8.35817908911083E-7
"OnGrid_10_v3","capcost","electrolyzer","p33","2035",8.31617786038131E-7
"OnGrid_10_v3","capcost","electrolyzer","p37","2032",7.74663422292594E-7
"OnGrid_10_v3","capcost","electrolyzer","p37","2035",7.74663422292593E-7
"OnGrid_10_v3","capcost","electrolyzer","p53","2026",7.87954844797999E-7
"OnGrid_10_v3","capcost","electrolyzer","p53","2029",7.85427643300122E-7
"OnGrid_10_v3","capcost","electrolyzer","p53","2032",7.83117963799192E-7
"OnGrid_10_v3","capcost","electrolyzer","p53","2035",7.83117963799191E-7
"OnGrid_10_v3","capcost","electrolyzer","p74","2026",7.99389337641845E-7
"OnGrid_10_v3","capcost","electrolyzer","p74","2029",7.92886382397441E-7
"OnGrid_10_v3","capcost","electrolyzer","p74","2032",7.92690672257003E-7
"OnGrid_10_v3","capcost","electrolyzer","p74","2035",7.92690672257004E-7
"OnGrid_10_v3","capcost","electrolyzer","p87","2032",7.3946554461837E-7
"OnGrid_10_v3","capcost","electrolyzer","p87","2035",7.39465544618371E-7
"OnGrid_10_v3","capcost","electrolyzer","p88","2032",7.41713867201087E-7
"OnGrid_10_v3","capcost","electrolyzer","p88","2035",7.41713867201084E-7
"OnGrid_10_v3","capcost","electrolyzer","p93","2035",7.47747388379156E-7
"OnGrid_10_v3","capcost","electrolyzer","p108","2032",7.58304937294221E-7
"OnGrid_10_v3","capcost","electrolyzer","p108","2035",7.58304937294221E-7
"OnGrid_10_v3","storage-capex","electrolyzer","p33","2026",-7.10206457870971E-16
"OnGrid_10_v3","storage-capex","electrolyzer","p33","2029",1.27998390626494E-14
"OnGrid_10_v3","storage-capex","electrolyzer","p33","2032",-6.69184557174113E-15
"OnGrid_10_v3","storage-capex","electrolyzer","p33","2035",-3.60316817030622E-15
"OnGrid_10_v3","storage-capex","electrolyzer","p37","2032",8.81769874590428E-16
"OnGrid_10_v3","storage-capex","electrolyzer","p37","2035",-2.93923291530142E-16
"OnGrid_10_v3","storage-capex","electrolyzer","p53","2029",8.18323569618142E-16
"OnGrid_10_v3","storage-capex","electrolyzer","p53","2032",-8.034197946518E-16
"OnGrid_10_v3","storage-capex","electrolyzer","p53","2035",1.12478771251252E-15
"OnGrid_10_v3","storage-capex","electrolyzer","p74","2026",2.87514369420255E-14
"OnGrid_10_v3","storage-capex","electrolyzer","p74","2029",-1.51993044922926E-15
"OnGrid_10_v3","storage-capex","electrolyzer","p74","2032",1.03331797751747E-15
"OnGrid_10_v3","storage-capex","electrolyzer","p74","2035",-1.54997696627621E-15
"OnGrid_10_v3","storage-capex","electrolyzer","p87","2032",4.37871948778141E-16
"OnGrid_10_v3","storage-capex","electrolyzer","p87","2035",-4.37871948778142E-16
"OnGrid_10_v3","storage-capex","electrolyzer","p88","2032",1.61242399953366E-13
"OnGrid_10_v3","storage-capex","electrolyzer","p88","2035",-2.18711784827405E-15
"OnGrid_10_v3","storage-fom","electrolyzer","p33","2026",-1.6859489147666E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p33","2029",2.92166867298541E-16
"OnGrid_10_v3","storage-fom","electrolyzer","p33","2032",1.76507512622671E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p33","2035",-7.30482171971605E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p37","2032",2.09322084678889E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p37","2035",1.39548056452593E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p53","2029",1.94260657423688E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p53","2032",-3.81445343359943E-18
"OnGrid_10_v3","storage-fom","electrolyzer","p53","2035",2.28867206015965E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p74","2026",4.37800623177196E-16
"OnGrid_10_v3","storage-fom","electrolyzer","p74","2029",-8.0941159289259E-18
"OnGrid_10_v3","storage-fom","electrolyzer","p74","2032",7.86721121816525E-18
"OnGrid_10_v3","storage-fom","electrolyzer","p74","2035",-1.57344224363305E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p87","2032",1.03945793320759E-17
"OnGrid_10_v3","storage-fom","electrolyzer","p88","2035",-4.00255607554399E-18
"OnGrid_10_v3","45v","electrolyzer","p33","2026",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p33","2029",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p33","2032",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p33","2035",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p37","2032",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p37","2035",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p53","2026",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p53","2029",-1.20644259537398
"OnGrid_10_v3","45v","electrolyzer","p53","2032",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p53","2035",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p74","2026",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p74","2029",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p74","2032",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p74","2035",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p87","2032",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p87","2035",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p88","2032",-1.20644259537398
"OnGrid_10_v3","45v","electrolyzer","p88","2035",-1.20644259537398
"OnGrid_10_v3","45v","electrolyzer","p93","2035",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p108","2032",-1.20644259537399
"OnGrid_10_v3","45v","electrolyzer","p108","2035",-1.20644259537399
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p33","2026",0.661185812860237
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p33","2029",0.616713854894907
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p33","2032",0.47263912308478
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p33","2035",0.363657489853063
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p37","2032",0.410609844998426
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p37","2035",0.389961789217874
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p53","2026",0.704981158266783
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p53","2029",0.606604576585896
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p53","2032",0.473837019029863
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p53","2035",0.460024979053671
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p74","2026",0.712578553720207
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p74","2029",0.579597638142489
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p74","2032",0.497787413293432
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p74","2035",0.501311016497236
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p87","2032",0.565896571983911
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p87","2035",0.564752009130388
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p88","2032",0.60338595636649
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p88","2035",0.568969138904531
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p93","2035",0.496375221058198
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p108","2032",0.552689523803066
"OnGrid_10_v3","electricity-grid-wholesale","electrolyzer","p108","2035",0.50705747499064
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p33","2026",0.0551693699657951
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p33","2029",0.0550267681539284
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p33","2032",0.0547148209811496
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p33","2035",0.0544398699796909
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p37","2032",0.0542387590171937
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p37","2035",0.0542387590171937
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p53","2026",0.055169369965795
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p53","2029",0.0549924256709093
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p53","2032",0.0548307113750579
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p53","2035",0.0548307113750579
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p74","2026",0.055169369965795
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p74","2029",0.0547205724564262
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p74","2032",0.0547070656398658
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p74","2035",0.0547070656398658
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p87","2032",0.0542387590171937
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p87","2035",0.0542387590171937
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p88","2032",0.0542387590171937
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p88","2035",0.0542387590171937
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p93","2035",0.0537750053775005
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p108","2032",0.0542387590171937
"OnGrid_10_v3","electricity-grid-retailer","electrolyzer","p108","2035",0.0542387590171937
"Offgrid_10_v3","fom","ded_electrolyzer","p33","2026",8.52863079878018E-6
"Offgrid_10_v3","fom","ded_electrolyzer","p33","2029",8.79353163723393E-6
"Offgrid_10_v3","fom","ded_electrolyzer","p33","2032",8.87926557370004E-6
"Offgrid_10_v3","fom","ded_electrolyzer","p33","2035",8.87725139547133E-6
"Offgrid_10_v3","fom","ded_electrolyzer","p74","2029",1.00341735277339E-5
"Offgrid_10_v3","fom","ded_electrolyzer","p74","2032",1.00423987870913E-5
"Offgrid_10_v3","fom","ded_electrolyzer","p74","2035",9.91995775450598E-6
"Offgrid_10_v3","vom","ded_electrolyzer","p33","2026",2.35638E-5
"Offgrid_10_v3","vom","ded_electrolyzer","p33","2029",2.36873765346501E-5
"Offgrid_10_v3","vom","ded_electrolyzer","p33","2032",2.37979079350285E-5
"Offgrid_10_v3","vom","ded_electrolyzer","p33","2035",2.38456154776661E-5
"Offgrid_10_v3","vom","ded_electrolyzer","p74","2029",2.3764E-5
"Offgrid_10_v3","vom","ded_electrolyzer","p74","2032",2.39368743057044E-5
"Offgrid_10_v3","vom","ded_electrolyzer","p74","2035",2.41545561947434E-5
"Offgrid_10_v3","capcost","ded_electrolyzer","p33","2026",1.0271470420506E-6
"Offgrid_10_v3","capcost","ded_electrolyzer","p33","2029",1.05905041775933E-6
"Offgrid_10_v3","capcost","ded_electrolyzer","p33","2032",1.06937579838867E-6
"Offgrid_10_v3","capcost","ded_electrolyzer","p33","2035",1.069133220505E-6
"Offgrid_10_v3","capcost","ded_electrolyzer","p74","2029",1.14627428527574E-6
"Offgrid_10_v3","capcost","ded_electrolyzer","p74","2032",1.14721391456012E-6
"Offgrid_10_v3","capcost","ded_electrolyzer","p74","2035",1.13322661339104E-6
"Offgrid_10_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2026",0.908694301538128
"Offgrid_10_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2029",0.797210118332814
"Offgrid_10_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2032",0.721724859782733
"Offgrid_10_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2035",0.664750641831031
"Offgrid_10_v3","offgrid-electricity-capcost","ded_electrolyzer","p74","2029",0.793900070126728
"Offgrid_10_v3","offgrid-electricity-capcost","ded_electrolyzer","p74","2032",0.715936759982179
"Offgrid_10_v3","offgrid-electricity-capcost","ded_electrolyzer","p74","2035",0.653596200319008
"Offgrid_10_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2026",0.309876331093689
"Offgrid_10_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2029",0.2867458542757
"Offgrid_10_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2032",0.274652517387452
"Offgrid_10_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2035",0.271043863306323
"Offgrid_10_v3","offgrid-electricity-fom","ded_electrolyzer","p74","2029",0.271298341573953
"Offgrid_10_v3","offgrid-electricity-fom","ded_electrolyzer","p74","2032",0.257424537141913
"Offgrid_10_v3","offgrid-electricity-fom","ded_electrolyzer","p74","2035",0.244213594563951
"Offgrid_10_v3","storage-capex","ded_electrolyzer","p33","2026",0.846049658312835
"Offgrid_10_v3","storage-capex","ded_electrolyzer","p33","2029",0.404835132226052
"Offgrid_10_v3","storage-capex","ded_electrolyzer","p33","2032",0.211453163977633
"Offgrid_10_v3","storage-capex","ded_electrolyzer","p74","2029",1.82657900713457
"Offgrid_10_v3","storage-capex","ded_electrolyzer","p74","2032",1.2767981496521
"Offgrid_10_v3","storage-capex","ded_electrolyzer","p74","2035",1.2384179015677
"Offgrid_10_v3","storage-fom","ded_electrolyzer","p33","2026",0.0200842513815936
"Offgrid_10_v3","storage-fom","ded_electrolyzer","p33","2029",0.0197362073715425
"Offgrid_10_v3","storage-fom","ded_electrolyzer","p33","2032",0.0188603097031604
"Offgrid_10_v3","storage-fom","ded_electrolyzer","p33","2035",0.0170415414066584
"Offgrid_10_v3","storage-fom","ded_electrolyzer","p74","2029",0.0278134769131147
"Offgrid_10_v3","storage-fom","ded_electrolyzer","p74","2032",0.0254108851634764
"Offgrid_10_v3","storage-fom","ded_electrolyzer","p74","2035",0.021917909601264
"Offgrid_10_v3","45v","ded_electrolyzer","p33","2026",-1.20644259537399
"Offgrid_10_v3","45v","ded_electrolyzer","p33","2029",-1.20644259537399
"Offgrid_10_v3","45v","ded_electrolyzer","p33","2032",-1.20644259537399
"Offgrid_10_v3","45v","ded_electrolyzer","p33","2035",-1.20644259537399
"Offgrid_10_v3","45v","ded_electrolyzer","p74","2029",-1.20644259537399
"Offgrid_10_v3","45v","ded_electrolyzer","p74","2032",-1.20644259537399
"Offgrid_10_v3","45v","ded_electrolyzer","p74","2035",-1.20644259537399
