ei,state_abb,t,cost
int_ng,NJ,2012,3.553082183
int_ng,NJ,2013,3.553082183
int_ng,NJ,2014,3.553082183
int_ng,NJ,2015,3.553082183
int_ng,NJ,2016,3.553082183
int_ng,NJ,2017,3.553082183
int_ng,NJ,2018,3.553082183
int_ng,NJ,2019,3.553082183
int_ng,NJ,2020,3.553082183
int_ng,NJ,2021,3.553082183
int_ng,NJ,2022,3.553082183
int_ng,NJ,2023,3.553082183
int_ng,NJ,2024,3.553082183
int_ng,NJ,2025,4.118937389
int_ng,NJ,2026,4.149876235
int_ng,NJ,2027,3.978084223
int_ng,NJ,2028,3.890966946
int_ng,NJ,2029,3.918649072
int_ng,NJ,2030,3.975641682
int_ng,NJ,2031,4.057873878
int_ng,NJ,2032,4.306198824
int_ng,NJ,2033,4.532540906
int_ng,NJ,2034,4.635941785
int_ng,NJ,2035,4.667694811
int_ng,NJ,2036,4.65873883
int_ng,NJ,2037,4.599303679
int_ng,NJ,2038,4.488575178
int_ng,NJ,2039,4.39005938
int_ng,NJ,2040,4.349350372
int_ng,NJ,2041,4.372147416
int_ng,NJ,2042,4.408785523
int_ng,NJ,2043,4.430768387
int_ng,NJ,2044,4.436467648
int_ng,NJ,2045,4.429140027
int_ng,NJ,2046,4.440538549
int_ng,NJ,2047,4.414484784
int_ng,NJ,2048,4.373775777
int_ng,NJ,2049,4.325739148
int_ng,NJ,2050,4.263861456
int_ng,NY,2010,3.553082183
int_ng,NY,2011,3.553082183
int_ng,NY,2012,3.553082183
int_ng,NY,2013,3.553082183
int_ng,NY,2014,3.553082183
int_ng,NY,2015,3.553082183
int_ng,NY,2016,3.553082183
int_ng,NY,2017,3.553082183
int_ng,NY,2018,3.553082183
int_ng,NY,2019,3.553082183
int_ng,NY,2020,3.553082183
int_ng,NY,2021,3.553082183
int_ng,NY,2022,3.553082183
int_ng,NY,2023,3.553082183
int_ng,NY,2024,3.553082183
int_ng,NY,2025,4.118937389
int_ng,NY,2026,4.149876235
int_ng,NY,2027,3.978084223
int_ng,NY,2028,3.890966946
int_ng,NY,2029,3.918649072
int_ng,NY,2030,3.975641682
int_ng,NY,2031,4.057873878
int_ng,NY,2032,4.306198824
int_ng,NY,2033,4.532540906
int_ng,NY,2034,4.635941785
int_ng,NY,2035,4.667694811
int_ng,NY,2036,4.65873883
int_ng,NY,2037,4.599303679
int_ng,NY,2038,4.488575178
int_ng,NY,2039,4.39005938
int_ng,NY,2040,4.349350372
int_ng,NY,2041,4.372147416
int_ng,NY,2042,4.408785523
int_ng,NY,2043,4.430768387
int_ng,NY,2044,4.436467648
int_ng,NY,2045,4.429140027
int_ng,NY,2046,4.440538549
int_ng,NY,2047,4.414484784
int_ng,NY,2048,4.373775777
int_ng,NY,2049,4.325739148
int_ng,NY,2050,4.263861456
int_ng,VT,2010,5.343464338
int_ng,VT,2011,5.343464338
int_ng,VT,2012,5.343464338
int_ng,VT,2013,5.343464338
int_ng,VT,2014,5.343464338
int_ng,VT,2015,5.343464338
int_ng,VT,2016,5.343464338
int_ng,VT,2017,5.343464338
int_ng,VT,2018,5.343464338
int_ng,VT,2019,5.343464338
int_ng,VT,2020,5.343464338
int_ng,VT,2021,5.343464338
int_ng,VT,2022,5.343464338
int_ng,VT,2023,5.343464338
int_ng,VT,2024,5.343464338
int_ng,VT,2025,5.702517785
int_ng,VT,2026,5.866167995
int_ng,VT,2027,5.423253992
int_ng,VT,2028,5.118750616
int_ng,VT,2029,5.064200545
int_ng,VT,2030,4.908692136
int_ng,VT,2031,5.067457266
int_ng,VT,2032,5.297056069
int_ng,VT,2033,5.612143788
int_ng,VT,2034,5.715544667
int_ng,VT,2035,5.744855153
int_ng,VT,2036,5.7839358
int_ng,VT,2037,5.674835659
int_ng,VT,2038,5.593417644
int_ng,VT,2039,5.46233464
int_ng,VT,2040,5.441165956
int_ng,VT,2041,5.567363879
int_ng,VT,2042,5.62435649
int_ng,VT,2043,5.697632704
int_ng,VT,2044,5.542124295
int_ng,VT,2045,5.504672008
int_ng,VT,2046,5.492459305
int_ng,VT,2047,5.520955611
int_ng,VT,2048,5.405342029
int_ng,VT,2049,5.529911592
int_ng,VT,2050,5.471290621
int_ng,NH,2010,5.343464338
int_ng,NH,2011,5.343464338
int_ng,NH,2012,5.343464338
int_ng,NH,2013,5.343464338
int_ng,NH,2014,5.343464338
int_ng,NH,2015,5.343464338
int_ng,NH,2016,5.343464338
int_ng,NH,2017,5.343464338
int_ng,NH,2018,5.343464338
int_ng,NH,2019,5.343464338
int_ng,NH,2020,5.343464338
int_ng,NH,2021,5.343464338
int_ng,NH,2022,5.343464338
int_ng,NH,2023,5.343464338
int_ng,NH,2024,5.343464338
int_ng,NH,2025,5.702517785
int_ng,NH,2026,5.866167995
int_ng,NH,2027,5.423253992
int_ng,NH,2028,5.118750616
int_ng,NH,2029,5.064200545
int_ng,NH,2030,4.908692136
int_ng,NH,2031,5.067457266
int_ng,NH,2032,5.297056069
int_ng,NH,2033,5.612143788
int_ng,NH,2034,5.715544667
int_ng,NH,2035,5.744855153
int_ng,NH,2036,5.7839358
int_ng,NH,2037,5.674835659
int_ng,NH,2038,5.593417644
int_ng,NH,2039,5.46233464
int_ng,NH,2040,5.441165956
int_ng,NH,2041,5.567363879
int_ng,NH,2042,5.62435649
int_ng,NH,2043,5.697632704
int_ng,NH,2044,5.542124295
int_ng,NH,2045,5.504672008
int_ng,NH,2046,5.492459305
int_ng,NH,2047,5.520955611
int_ng,NH,2048,5.405342029
int_ng,NH,2049,5.529911592
int_ng,NH,2050,5.471290621
int_ng,MA,2010,5.343464338
int_ng,MA,2011,5.343464338
int_ng,MA,2012,5.343464338
int_ng,MA,2013,5.343464338
int_ng,MA,2014,5.343464338
int_ng,MA,2015,5.343464338
int_ng,MA,2016,5.343464338
int_ng,MA,2017,5.343464338
int_ng,MA,2018,5.343464338
int_ng,MA,2019,5.343464338
int_ng,MA,2020,5.343464338
int_ng,MA,2021,5.343464338
int_ng,MA,2022,5.343464338
int_ng,MA,2023,5.343464338
int_ng,MA,2024,5.343464338
int_ng,MA,2025,5.702517785
int_ng,MA,2026,5.866167995
int_ng,MA,2027,5.423253992
int_ng,MA,2028,5.118750616
int_ng,MA,2029,5.064200545
int_ng,MA,2030,4.908692136
int_ng,MA,2031,5.067457266
int_ng,MA,2032,5.297056069
int_ng,MA,2033,5.612143788
int_ng,MA,2034,5.715544667
int_ng,MA,2035,5.744855153
int_ng,MA,2036,5.7839358
int_ng,MA,2037,5.674835659
int_ng,MA,2038,5.593417644
int_ng,MA,2039,5.46233464
int_ng,MA,2040,5.441165956
int_ng,MA,2041,5.567363879
int_ng,MA,2042,5.62435649
int_ng,MA,2043,5.697632704
int_ng,MA,2044,5.542124295
int_ng,MA,2045,5.504672008
int_ng,MA,2046,5.492459305
int_ng,MA,2047,5.520955611
int_ng,MA,2048,5.405342029
int_ng,MA,2049,5.529911592
int_ng,MA,2050,5.471290621
int_ng,CT,2010,5.343464338
int_ng,CT,2011,5.343464338
int_ng,CT,2012,5.343464338
int_ng,CT,2013,5.343464338
int_ng,CT,2014,5.343464338
int_ng,CT,2015,5.343464338
int_ng,CT,2016,5.343464338
int_ng,CT,2017,5.343464338
int_ng,CT,2018,5.343464338
int_ng,CT,2019,5.343464338
int_ng,CT,2020,5.343464338
int_ng,CT,2021,5.343464338
int_ng,CT,2022,5.343464338
int_ng,CT,2023,5.343464338
int_ng,CT,2024,5.343464338
int_ng,CT,2025,5.702517785
int_ng,CT,2026,5.866167995
int_ng,CT,2027,5.423253992
int_ng,CT,2028,5.118750616
int_ng,CT,2029,5.064200545
int_ng,CT,2030,4.908692136
int_ng,CT,2031,5.067457266
int_ng,CT,2032,5.297056069
int_ng,CT,2033,5.612143788
int_ng,CT,2034,5.715544667
int_ng,CT,2035,5.744855153
int_ng,CT,2036,5.7839358
int_ng,CT,2037,5.674835659
int_ng,CT,2038,5.593417644
int_ng,CT,2039,5.46233464
int_ng,CT,2040,5.441165956
int_ng,CT,2041,5.567363879
int_ng,CT,2042,5.62435649
int_ng,CT,2043,5.697632704
int_ng,CT,2044,5.542124295
int_ng,CT,2045,5.504672008
int_ng,CT,2046,5.492459305
int_ng,CT,2047,5.520955611
int_ng,CT,2048,5.405342029
int_ng,CT,2049,5.529911592
int_ng,CT,2050,5.471290621
int_ng,RI,2010,5.343464338
int_ng,RI,2011,5.343464338
int_ng,RI,2012,5.343464338
int_ng,RI,2013,5.343464338
int_ng,RI,2014,5.343464338
int_ng,RI,2015,5.343464338
int_ng,RI,2016,5.343464338
int_ng,RI,2017,5.343464338
int_ng,RI,2018,5.343464338
int_ng,RI,2019,5.343464338
int_ng,RI,2020,5.343464338
int_ng,RI,2021,5.343464338
int_ng,RI,2022,5.343464338
int_ng,RI,2023,5.343464338
int_ng,RI,2024,5.343464338
int_ng,RI,2025,5.702517785
int_ng,RI,2026,5.866167995
int_ng,RI,2027,5.423253992
int_ng,RI,2028,5.118750616
int_ng,RI,2029,5.064200545
int_ng,RI,2030,4.908692136
int_ng,RI,2031,5.067457266
int_ng,RI,2032,5.297056069
int_ng,RI,2033,5.612143788
int_ng,RI,2034,5.715544667
int_ng,RI,2035,5.744855153
int_ng,RI,2036,5.7839358
int_ng,RI,2037,5.674835659
int_ng,RI,2038,5.593417644
int_ng,RI,2039,5.46233464
int_ng,RI,2040,5.441165956
int_ng,RI,2041,5.567363879
int_ng,RI,2042,5.62435649
int_ng,RI,2043,5.697632704
int_ng,RI,2044,5.542124295
int_ng,RI,2045,5.504672008
int_ng,RI,2046,5.492459305
int_ng,RI,2047,5.520955611
int_ng,RI,2048,5.405342029
int_ng,RI,2049,5.529911592
int_ng,RI,2050,5.471290621
int_ng,ME,2010,5.343464338
int_ng,ME,2011,5.343464338
int_ng,ME,2012,5.343464338
int_ng,ME,2013,5.343464338
int_ng,ME,2014,5.343464338
int_ng,ME,2015,5.343464338
int_ng,ME,2016,5.343464338
int_ng,ME,2017,5.343464338
int_ng,ME,2018,5.343464338
int_ng,ME,2019,5.343464338
int_ng,ME,2020,5.343464338
int_ng,ME,2021,5.343464338
int_ng,ME,2022,5.343464338
int_ng,ME,2023,5.343464338
int_ng,ME,2024,5.343464338
int_ng,ME,2025,5.702517785
int_ng,ME,2026,5.866167995
int_ng,ME,2027,5.423253992
int_ng,ME,2028,5.118750616
int_ng,ME,2029,5.064200545
int_ng,ME,2030,4.908692136
int_ng,ME,2031,5.067457266
int_ng,ME,2032,5.297056069
int_ng,ME,2033,5.612143788
int_ng,ME,2034,5.715544667
int_ng,ME,2035,5.744855153
int_ng,ME,2036,5.7839358
int_ng,ME,2037,5.674835659
int_ng,ME,2038,5.593417644
int_ng,ME,2039,5.46233464
int_ng,ME,2040,5.441165956
int_ng,ME,2041,5.567363879
int_ng,ME,2042,5.62435649
int_ng,ME,2043,5.697632704
int_ng,ME,2044,5.542124295
int_ng,ME,2045,5.504672008
int_ng,ME,2046,5.492459305
int_ng,ME,2047,5.520955611
int_ng,ME,2048,5.405342029
int_ng,ME,2049,5.529911592
int_ng,ME,2050,5.471290621
int_ng,voluntary,2010,3.166126104
int_ng,voluntary,2011,3.166126104
int_ng,voluntary,2012,3.166126104
int_ng,voluntary,2013,3.166126104
int_ng,voluntary,2014,3.166126104
int_ng,voluntary,2015,3.166126104
int_ng,voluntary,2016,3.166126104
int_ng,voluntary,2017,3.166126104
int_ng,voluntary,2018,3.166126104
int_ng,voluntary,2019,3.166126104
int_ng,voluntary,2020,3.166126104
int_ng,voluntary,2021,3.166126104
int_ng,voluntary,2022,3.166126104
int_ng,voluntary,2023,3.166126104
int_ng,voluntary,2024,3.166126104
int_ng,voluntary,2025,3.706283749
int_ng,voluntary,2026,3.654651157
int_ng,voluntary,2027,3.511694692
int_ng,voluntary,2028,3.512373176
int_ng,voluntary,2029,3.603289959
int_ng,voluntary,2030,3.691628506
int_ng,voluntary,2031,3.809633742
int_ng,voluntary,2032,4.143702035
int_ng,voluntary,2033,4.420251894
int_ng,voluntary,2034,4.56468406
int_ng,voluntary,2035,4.617130832
int_ng,voluntary,2036,4.604307494
int_ng,voluntary,2037,4.530878622
int_ng,voluntary,2038,4.452937834
int_ng,voluntary,2039,4.383138848
int_ng,voluntary,2040,4.388074815
int_ng,voluntary,2041,4.465879906
int_ng,voluntary,2042,4.523754545
int_ng,voluntary,2043,4.588617564
int_ng,voluntary,2044,4.594096318
int_ng,voluntary,2045,4.615672092
int_ng,voluntary,2046,4.660825166
int_ng,voluntary,2047,4.657229204
int_ng,voluntary,2048,4.601169508
int_ng,voluntary,2049,4.565786596
int_ng,voluntary,2050,4.514272739
int_hgl,id,2010,10.30752072
int_hgl,id,2011,10.30752072
int_hgl,id,2012,10.30752072
int_hgl,id,2013,10.30752072
int_hgl,id,2014,10.30752072
int_hgl,id,2015,10.30752072
int_hgl,id,2016,10.30752072
int_hgl,id,2017,10.30752072
int_hgl,id,2018,10.30752072
int_hgl,id,2019,10.30752072
int_hgl,id,2020,10.30752072
int_hgl,id,2021,10.30752072
int_hgl,id,2022,10.30752072
int_hgl,id,2023,10.30752072
int_hgl,id,2024,10.30752072
int_hgl,id,2025,10.25785574
int_hgl,id,2026,10.90594314
int_hgl,id,2027,10.75531981
int_hgl,id,2028,10.8456938
int_hgl,id,2029,11.09727547
int_hgl,id,2030,11.46202818
int_hgl,id,2031,11.81049728
int_hgl,id,2032,12.49847951
int_hgl,id,2033,13.33219999
int_hgl,id,2034,13.89642683
int_hgl,id,2035,14.17080555
int_hgl,id,2036,14.25710864
int_hgl,id,2037,14.27746315
int_hgl,id,2038,14.23349742
int_hgl,id,2039,14.21070037
int_hgl,id,2040,14.29537511
int_hgl,id,2041,14.45821114
int_hgl,id,2042,14.57301054
int_hgl,id,2043,14.92392219
int_hgl,id,2044,15.10467018
int_hgl,id,2045,15.27157711
int_hgl,id,2046,15.47105125
int_hgl,id,2047,15.88709731
int_hgl,id,2048,16.04179153
int_hgl,id,2049,16.14844913
int_hgl,id,2050,16.20788429
int_hgl,WA,2010,10.30752072
int_hgl,WA,2011,10.30752072
int_hgl,WA,2012,10.30752072
int_hgl,WA,2013,10.30752072
int_hgl,WA,2014,10.30752072
int_hgl,WA,2015,10.30752072
int_hgl,WA,2016,10.30752072
int_hgl,WA,2017,10.30752072
int_hgl,WA,2018,10.30752072
int_hgl,WA,2019,10.30752072
int_hgl,WA,2020,10.30752072
int_hgl,WA,2021,10.30752072
int_hgl,WA,2022,10.30752072
int_hgl,WA,2023,10.30752072
int_hgl,WA,2024,10.30752072
int_hgl,WA,2025,10.25785574
int_hgl,WA,2026,10.90594314
int_hgl,WA,2027,10.75531981
int_hgl,WA,2028,10.8456938
int_hgl,WA,2029,11.09727547
int_hgl,WA,2030,11.46202818
int_hgl,WA,2031,11.81049728
int_hgl,WA,2032,12.49847951
int_hgl,WA,2033,13.33219999
int_hgl,WA,2034,13.89642683
int_hgl,WA,2035,14.17080555
int_hgl,WA,2036,14.25710864
int_hgl,WA,2037,14.27746315
int_hgl,WA,2038,14.23349742
int_hgl,WA,2039,14.21070037
int_hgl,WA,2040,14.29537511
int_hgl,WA,2041,14.45821114
int_hgl,WA,2042,14.57301054
int_hgl,WA,2043,14.92392219
int_hgl,WA,2044,15.10467018
int_hgl,WA,2045,15.27157711
int_hgl,WA,2046,15.47105125
int_hgl,WA,2047,15.88709731
int_hgl,WA,2048,16.04179153
int_hgl,WA,2049,16.14844913
int_hgl,WA,2050,16.20788429
int_hgl,OR,2010,10.30752072
int_hgl,OR,2011,10.30752072
int_hgl,OR,2012,10.30752072
int_hgl,OR,2013,10.30752072
int_hgl,OR,2014,10.30752072
int_hgl,OR,2015,10.30752072
int_hgl,OR,2016,10.30752072
int_hgl,OR,2017,10.30752072
int_hgl,OR,2018,10.30752072
int_hgl,OR,2019,10.30752072
int_hgl,OR,2020,10.30752072
int_hgl,OR,2021,10.30752072
int_hgl,OR,2022,10.30752072
int_hgl,OR,2023,10.30752072
int_hgl,OR,2024,10.30752072
int_hgl,OR,2025,10.25785574
int_hgl,OR,2026,10.90594314
int_hgl,OR,2027,10.75531981
int_hgl,OR,2028,10.8456938
int_hgl,OR,2029,11.09727547
int_hgl,OR,2030,11.46202818
int_hgl,OR,2031,11.81049728
int_hgl,OR,2032,12.49847951
int_hgl,OR,2033,13.33219999
int_hgl,OR,2034,13.89642683
int_hgl,OR,2035,14.17080555
int_hgl,OR,2036,14.25710864
int_hgl,OR,2037,14.27746315
int_hgl,OR,2038,14.23349742
int_hgl,OR,2039,14.21070037
int_hgl,OR,2040,14.29537511
int_hgl,OR,2041,14.45821114
int_hgl,OR,2042,14.57301054
int_hgl,OR,2043,14.92392219
int_hgl,OR,2044,15.10467018
int_hgl,OR,2045,15.27157711
int_hgl,OR,2046,15.47105125
int_hgl,OR,2047,15.88709731
int_hgl,OR,2048,16.04179153
int_hgl,OR,2049,16.14844913
int_hgl,OR,2050,16.20788429
int_hgl,CA,2010,10.30752072
int_hgl,CA,2011,10.30752072
int_hgl,CA,2012,10.30752072
int_hgl,CA,2013,10.30752072
int_hgl,CA,2014,10.30752072
int_hgl,CA,2015,10.30752072
int_hgl,CA,2016,10.30752072
int_hgl,CA,2017,10.30752072
int_hgl,CA,2018,10.30752072
int_hgl,CA,2019,10.30752072
int_hgl,CA,2020,10.30752072
int_hgl,CA,2021,10.30752072
int_hgl,CA,2022,10.30752072
int_hgl,CA,2023,10.30752072
int_hgl,CA,2024,10.30752072
int_hgl,CA,2025,10.25785574
int_hgl,CA,2026,10.90594314
int_hgl,CA,2027,10.75531981
int_hgl,CA,2028,10.8456938
int_hgl,CA,2029,11.09727547
int_hgl,CA,2030,11.46202818
int_hgl,CA,2031,11.81049728
int_hgl,CA,2032,12.49847951
int_hgl,CA,2033,13.33219999
int_hgl,CA,2034,13.89642683
int_hgl,CA,2035,14.17080555
int_hgl,CA,2036,14.25710864
int_hgl,CA,2037,14.27746315
int_hgl,CA,2038,14.23349742
int_hgl,CA,2039,14.21070037
int_hgl,CA,2040,14.29537511
int_hgl,CA,2041,14.45821114
int_hgl,CA,2042,14.57301054
int_hgl,CA,2043,14.92392219
int_hgl,CA,2044,15.10467018
int_hgl,CA,2045,15.27157711
int_hgl,CA,2046,15.47105125
int_hgl,CA,2047,15.88709731
int_hgl,CA,2048,16.04179153
int_hgl,CA,2049,16.14844913
int_hgl,CA,2050,16.20788429
int_hgl,NV,2010,10.30752072
int_hgl,NV,2011,10.30752072
int_hgl,NV,2012,10.30752072
int_hgl,NV,2013,10.30752072
int_hgl,NV,2014,10.30752072
int_hgl,NV,2015,10.30752072
int_hgl,NV,2016,10.30752072
int_hgl,NV,2017,10.30752072
int_hgl,NV,2018,10.30752072
int_hgl,NV,2019,10.30752072
int_hgl,NV,2020,10.30752072
int_hgl,NV,2021,10.30752072
int_hgl,NV,2022,10.30752072
int_hgl,NV,2023,10.30752072
int_hgl,NV,2024,10.30752072
int_hgl,NV,2025,10.25785574
int_hgl,NV,2026,10.90594314
int_hgl,NV,2027,10.75531981
int_hgl,NV,2028,10.8456938
int_hgl,NV,2029,11.09727547
int_hgl,NV,2030,11.46202818
int_hgl,NV,2031,11.81049728
int_hgl,NV,2032,12.49847951
int_hgl,NV,2033,13.33219999
int_hgl,NV,2034,13.89642683
int_hgl,NV,2035,14.17080555
int_hgl,NV,2036,14.25710864
int_hgl,NV,2037,14.27746315
int_hgl,NV,2038,14.23349742
int_hgl,NV,2039,14.21070037
int_hgl,NV,2040,14.29537511
int_hgl,NV,2041,14.45821114
int_hgl,NV,2042,14.57301054
int_hgl,NV,2043,14.92392219
int_hgl,NV,2044,15.10467018
int_hgl,NV,2045,15.27157711
int_hgl,NV,2046,15.47105125
int_hgl,NV,2047,15.88709731
int_hgl,NV,2048,16.04179153
int_hgl,NV,2049,16.14844913
int_hgl,NV,2050,16.20788429
int_hgl,MT,2010,10.30752072
int_hgl,MT,2011,10.30752072
int_hgl,MT,2012,10.30752072
int_hgl,MT,2013,10.30752072
int_hgl,MT,2014,10.30752072
int_hgl,MT,2015,10.30752072
int_hgl,MT,2016,10.30752072
int_hgl,MT,2017,10.30752072
int_hgl,MT,2018,10.30752072
int_hgl,MT,2019,10.30752072
int_hgl,MT,2020,10.30752072
int_hgl,MT,2021,10.30752072
int_hgl,MT,2022,10.30752072
int_hgl,MT,2023,10.30752072
int_hgl,MT,2024,10.30752072
int_hgl,MT,2025,10.25785574
int_hgl,MT,2026,10.90594314
int_hgl,MT,2027,10.75531981
int_hgl,MT,2028,10.8456938
int_hgl,MT,2029,11.09727547
int_hgl,MT,2030,11.46202818
int_hgl,MT,2031,11.81049728
int_hgl,MT,2032,12.49847951
int_hgl,MT,2033,13.33219999
int_hgl,MT,2034,13.89642683
int_hgl,MT,2035,14.17080555
int_hgl,MT,2036,14.25710864
int_hgl,MT,2037,14.27746315
int_hgl,MT,2038,14.23349742
int_hgl,MT,2039,14.21070037
int_hgl,MT,2040,14.29537511
int_hgl,MT,2041,14.45821114
int_hgl,MT,2042,14.57301054
int_hgl,MT,2043,14.92392219
int_hgl,MT,2044,15.10467018
int_hgl,MT,2045,15.27157711
int_hgl,MT,2046,15.47105125
int_hgl,MT,2047,15.88709731
int_hgl,MT,2048,16.04179153
int_hgl,MT,2049,16.14844913
int_hgl,MT,2050,16.20788429
int_hgl,WY,2010,10.30752072
int_hgl,WY,2011,10.30752072
int_hgl,WY,2012,10.30752072
int_hgl,WY,2013,10.30752072
int_hgl,WY,2014,10.30752072
int_hgl,WY,2015,10.30752072
int_hgl,WY,2016,10.30752072
int_hgl,WY,2017,10.30752072
int_hgl,WY,2018,10.30752072
int_hgl,WY,2019,10.30752072
int_hgl,WY,2020,10.30752072
int_hgl,WY,2021,10.30752072
int_hgl,WY,2022,10.30752072
int_hgl,WY,2023,10.30752072
int_hgl,WY,2024,10.30752072
int_hgl,WY,2025,10.25785574
int_hgl,WY,2026,10.90594314
int_hgl,WY,2027,10.75531981
int_hgl,WY,2028,10.8456938
int_hgl,WY,2029,11.09727547
int_hgl,WY,2030,11.46202818
int_hgl,WY,2031,11.81049728
int_hgl,WY,2032,12.49847951
int_hgl,WY,2033,13.33219999
int_hgl,WY,2034,13.89642683
int_hgl,WY,2035,14.17080555
int_hgl,WY,2036,14.25710864
int_hgl,WY,2037,14.27746315
int_hgl,WY,2038,14.23349742
int_hgl,WY,2039,14.21070037
int_hgl,WY,2040,14.29537511
int_hgl,WY,2041,14.45821114
int_hgl,WY,2042,14.57301054
int_hgl,WY,2043,14.92392219
int_hgl,WY,2044,15.10467018
int_hgl,WY,2045,15.27157711
int_hgl,WY,2046,15.47105125
int_hgl,WY,2047,15.88709731
int_hgl,WY,2048,16.04179153
int_hgl,WY,2049,16.14844913
int_hgl,WY,2050,16.20788429
int_hgl,UT,2010,10.30752072
int_hgl,UT,2011,10.30752072
int_hgl,UT,2012,10.30752072
int_hgl,UT,2013,10.30752072
int_hgl,UT,2014,10.30752072
int_hgl,UT,2015,10.30752072
int_hgl,UT,2016,10.30752072
int_hgl,UT,2017,10.30752072
int_hgl,UT,2018,10.30752072
int_hgl,UT,2019,10.30752072
int_hgl,UT,2020,10.30752072
int_hgl,UT,2021,10.30752072
int_hgl,UT,2022,10.30752072
int_hgl,UT,2023,10.30752072
int_hgl,UT,2024,10.30752072
int_hgl,UT,2025,10.25785574
int_hgl,UT,2026,10.90594314
int_hgl,UT,2027,10.75531981
int_hgl,UT,2028,10.8456938
int_hgl,UT,2029,11.09727547
int_hgl,UT,2030,11.46202818
int_hgl,UT,2031,11.81049728
int_hgl,UT,2032,12.49847951
int_hgl,UT,2033,13.33219999
int_hgl,UT,2034,13.89642683
int_hgl,UT,2035,14.17080555
int_hgl,UT,2036,14.25710864
int_hgl,UT,2037,14.27746315
int_hgl,UT,2038,14.23349742
int_hgl,UT,2039,14.21070037
int_hgl,UT,2040,14.29537511
int_hgl,UT,2041,14.45821114
int_hgl,UT,2042,14.57301054
int_hgl,UT,2043,14.92392219
int_hgl,UT,2044,15.10467018
int_hgl,UT,2045,15.27157711
int_hgl,UT,2046,15.47105125
int_hgl,UT,2047,15.88709731
int_hgl,UT,2048,16.04179153
int_hgl,UT,2049,16.14844913
int_hgl,UT,2050,16.20788429
int_hgl,AZ,2010,10.30752072
int_hgl,AZ,2011,10.30752072
int_hgl,AZ,2012,10.30752072
int_hgl,AZ,2013,10.30752072
int_hgl,AZ,2014,10.30752072
int_hgl,AZ,2015,10.30752072
int_hgl,AZ,2016,10.30752072
int_hgl,AZ,2017,10.30752072
int_hgl,AZ,2018,10.30752072
int_hgl,AZ,2019,10.30752072
int_hgl,AZ,2020,10.30752072
int_hgl,AZ,2021,10.30752072
int_hgl,AZ,2022,10.30752072
int_hgl,AZ,2023,10.30752072
int_hgl,AZ,2024,10.30752072
int_hgl,AZ,2025,10.25785574
int_hgl,AZ,2026,10.90594314
int_hgl,AZ,2027,10.75531981
int_hgl,AZ,2028,10.8456938
int_hgl,AZ,2029,11.09727547
int_hgl,AZ,2030,11.46202818
int_hgl,AZ,2031,11.81049728
int_hgl,AZ,2032,12.49847951
int_hgl,AZ,2033,13.33219999
int_hgl,AZ,2034,13.89642683
int_hgl,AZ,2035,14.17080555
int_hgl,AZ,2036,14.25710864
int_hgl,AZ,2037,14.27746315
int_hgl,AZ,2038,14.23349742
int_hgl,AZ,2039,14.21070037
int_hgl,AZ,2040,14.29537511
int_hgl,AZ,2041,14.45821114
int_hgl,AZ,2042,14.57301054
int_hgl,AZ,2043,14.92392219
int_hgl,AZ,2044,15.10467018
int_hgl,AZ,2045,15.27157711
int_hgl,AZ,2046,15.47105125
int_hgl,AZ,2047,15.88709731
int_hgl,AZ,2048,16.04179153
int_hgl,AZ,2049,16.14844913
int_hgl,AZ,2050,16.20788429
int_hgl,NM,2010,10.30752072
int_hgl,NM,2011,10.30752072
int_hgl,NM,2012,10.30752072
int_hgl,NM,2013,10.30752072
int_hgl,NM,2014,10.30752072
int_hgl,NM,2015,10.30752072
int_hgl,NM,2016,10.30752072
int_hgl,NM,2017,10.30752072
int_hgl,NM,2018,10.30752072
int_hgl,NM,2019,10.30752072
int_hgl,NM,2020,10.30752072
int_hgl,NM,2021,10.30752072
int_hgl,NM,2022,10.30752072
int_hgl,NM,2023,10.30752072
int_hgl,NM,2024,10.30752072
int_hgl,NM,2025,10.25785574
int_hgl,NM,2026,10.90594314
int_hgl,NM,2027,10.75531981
int_hgl,NM,2028,10.8456938
int_hgl,NM,2029,11.09727547
int_hgl,NM,2030,11.46202818
int_hgl,NM,2031,11.81049728
int_hgl,NM,2032,12.49847951
int_hgl,NM,2033,13.33219999
int_hgl,NM,2034,13.89642683
int_hgl,NM,2035,14.17080555
int_hgl,NM,2036,14.25710864
int_hgl,NM,2037,14.27746315
int_hgl,NM,2038,14.23349742
int_hgl,NM,2039,14.21070037
int_hgl,NM,2040,14.29537511
int_hgl,NM,2041,14.45821114
int_hgl,NM,2042,14.57301054
int_hgl,NM,2043,14.92392219
int_hgl,NM,2044,15.10467018
int_hgl,NM,2045,15.27157711
int_hgl,NM,2046,15.47105125
int_hgl,NM,2047,15.88709731
int_hgl,NM,2048,16.04179153
int_hgl,NM,2049,16.14844913
int_hgl,NM,2050,16.20788429
int_hgl,SD,2010,10.30752072
int_hgl,SD,2011,10.30752072
int_hgl,SD,2012,10.30752072
int_hgl,SD,2013,10.30752072
int_hgl,SD,2014,10.30752072
int_hgl,SD,2015,10.30752072
int_hgl,SD,2016,10.30752072
int_hgl,SD,2017,10.30752072
int_hgl,SD,2018,10.30752072
int_hgl,SD,2019,10.30752072
int_hgl,SD,2020,10.30752072
int_hgl,SD,2021,10.30752072
int_hgl,SD,2022,10.30752072
