ei,state_abb,t,cost
int_ng_feed,WA,2010,3.702891331
int_ng_feed,WA,2011,3.702891331
int_ng_feed,WA,2012,3.702891331
int_ng_feed,WA,2013,3.702891331
int_ng_feed,WA,2014,3.702891331
int_ng_feed,WA,2015,3.702891331
int_ng_feed,WA,2016,3.702891331
int_ng_feed,WA,2017,3.702891331
int_ng_feed,WA,2018,3.702891331
int_ng_feed,WA,2019,3.702891331
int_ng_feed,WA,2020,3.702891331
int_ng_feed,WA,2021,3.702891331
int_ng_feed,WA,2022,3.702891331
int_ng_feed,WA,2023,3.702891331
int_ng_feed,WA,2024,3.702891331
int_ng_feed,WA,2025,4.196284503
int_ng_feed,WA,2026,4.039147734
int_ng_feed,WA,2027,3.943888656
int_ng_feed,WA,2028,4.047289536
int_ng_feed,WA,2029,4.226409169
int_ng_feed,WA,2030,4.461707233
int_ng_feed,WA,2031,4.641641047
int_ng_feed,WA,2032,5.083740869
int_ng_feed,WA,2033,5.348349418
int_ng_feed,WA,2034,5.512813809
int_ng_feed,WA,2035,5.564921339
int_ng_feed,WA,2036,5.474547342
int_ng_feed,WA,2037,5.3573054
int_ng_feed,WA,2038,5.30194115
int_ng_feed,WA,2039,5.254718701
int_ng_feed,WA,2040,5.313339672
int_ng_feed,WA,2041,5.446051037
int_ng_feed,WA,2042,5.540495934
int_ng_feed,WA,2043,5.62435649
int_ng_feed,WA,2044,5.665065498
int_ng_feed,WA,2045,5.698446884
int_ng_feed,WA,2046,5.761952936
int_ng_feed,WA,2047,5.779050719
int_ng_feed,WA,2048,5.753811134
int_ng_feed,WA,2049,5.734270811
int_ng_feed,WA,2050,5.723686469
int_ng_feed,OR,2010,3.702891331
int_ng_feed,OR,2011,3.702891331
int_ng_feed,OR,2012,3.702891331
int_ng_feed,OR,2013,3.702891331
int_ng_feed,OR,2014,3.702891331
int_ng_feed,OR,2015,3.702891331
int_ng_feed,OR,2016,3.702891331
int_ng_feed,OR,2017,3.702891331
int_ng_feed,OR,2018,3.702891331
int_ng_feed,OR,2019,3.702891331
int_ng_feed,OR,2020,3.702891331
int_ng_feed,OR,2021,3.702891331
int_ng_feed,OR,2022,3.702891331
int_ng_feed,OR,2023,3.702891331
int_ng_feed,OR,2024,3.702891331
int_ng_feed,OR,2025,4.196284503
int_ng_feed,OR,2026,4.039147734
int_ng_feed,OR,2027,3.943888656
int_ng_feed,OR,2028,4.047289536
int_ng_feed,OR,2029,4.226409169
int_ng_feed,OR,2030,4.461707233
int_ng_feed,OR,2031,4.641641047
int_ng_feed,OR,2032,5.083740869
int_ng_feed,OR,2033,5.348349418
int_ng_feed,OR,2034,5.512813809
int_ng_feed,OR,2035,5.564921339
int_ng_feed,OR,2036,5.474547342
int_ng_feed,OR,2037,5.3573054
int_ng_feed,OR,2038,5.30194115
int_ng_feed,OR,2039,5.254718701
int_ng_feed,OR,2040,5.313339672
int_ng_feed,OR,2041,5.446051037
int_ng_feed,OR,2042,5.540495934
int_ng_feed,OR,2043,5.62435649
int_ng_feed,OR,2044,5.665065498
int_ng_feed,OR,2045,5.698446884
int_ng_feed,OR,2046,5.761952936
int_ng_feed,OR,2047,5.779050719
int_ng_feed,OR,2048,5.753811134
int_ng_feed,OR,2049,5.734270811
int_ng_feed,OR,2050,5.723686469
int_ng_feed,CA,2010,3.702891331
int_ng_feed,CA,2011,3.702891331
int_ng_feed,CA,2012,3.702891331
int_ng_feed,CA,2013,3.702891331
int_ng_feed,CA,2014,3.702891331
int_ng_feed,CA,2015,3.702891331
int_ng_feed,CA,2016,3.702891331
int_ng_feed,CA,2017,3.702891331
int_ng_feed,CA,2018,3.702891331
int_ng_feed,CA,2019,3.702891331
int_ng_feed,CA,2020,3.702891331
int_ng_feed,CA,2021,3.702891331
int_ng_feed,CA,2022,3.702891331
int_ng_feed,CA,2023,3.702891331
int_ng_feed,CA,2024,3.702891331
int_ng_feed,CA,2025,4.196284503
int_ng_feed,CA,2026,4.039147734
int_ng_feed,CA,2027,3.943888656
int_ng_feed,CA,2028,4.047289536
int_ng_feed,CA,2029,4.226409169
int_ng_feed,CA,2030,4.461707233
int_ng_feed,CA,2031,4.641641047
int_ng_feed,CA,2032,5.083740869
int_ng_feed,CA,2033,5.348349418
int_ng_feed,CA,2034,5.512813809
int_ng_feed,CA,2035,5.564921339
int_ng_feed,CA,2036,5.474547342
int_ng_feed,CA,2037,5.3573054
int_ng_feed,CA,2038,5.30194115
int_ng_feed,CA,2039,5.254718701
int_ng_feed,CA,2040,5.313339672
int_ng_feed,CA,2041,5.446051037
int_ng_feed,CA,2042,5.540495934
int_ng_feed,CA,2043,5.62435649
int_ng_feed,CA,2044,5.665065498
int_ng_feed,CA,2045,5.698446884
int_ng_feed,CA,2046,5.761952936
int_ng_feed,CA,2047,5.779050719
int_ng_feed,CA,2048,5.753811134
int_ng_feed,CA,2049,5.734270811
int_ng_feed,CA,2050,5.723686469
int_ng_feed,NV,2010,2.674581799
int_ng_feed,NV,2011,2.674581799
int_ng_feed,NV,2012,2.674581799
int_ng_feed,NV,2013,2.674581799
int_ng_feed,NV,2014,2.674581799
int_ng_feed,NV,2015,2.674581799
int_ng_feed,NV,2016,2.674581799
int_ng_feed,NV,2017,2.674581799
int_ng_feed,NV,2018,2.674581799
int_ng_feed,NV,2019,2.674581799
int_ng_feed,NV,2020,2.674581799
int_ng_feed,NV,2021,2.674581799
int_ng_feed,NV,2022,2.674581799
int_ng_feed,NV,2023,2.674581799
int_ng_feed,NV,2024,2.674581799
int_ng_feed,NV,2025,3.274632571
int_ng_feed,NV,2026,3.220082501
int_ng_feed,NV,2027,3.137850306
int_ng_feed,NV,2028,3.222525042
int_ng_feed,NV,2029,3.357678947
int_ng_feed,NV,2030,3.514001536
int_ng_feed,NV,2031,3.648341261
int_ng_feed,NV,2032,4.029377572
int_ng_feed,NV,2033,4.313526445
int_ng_feed,NV,2034,4.477990836
int_ng_feed,NV,2035,4.541496888
int_ng_feed,NV,2036,4.508929682
int_ng_feed,NV,2037,4.438096009
int_ng_feed,NV,2038,4.377846677
int_ng_feed,NV,2039,4.334695129
int_ng_feed,NV,2040,4.381917578
int_ng_feed,NV,2041,4.495902799
int_ng_feed,NV,2042,4.582205895
int_ng_feed,NV,2043,4.657110469
int_ng_feed,NV,2044,4.682350054
int_ng_feed,NV,2045,4.722244882
int_ng_feed,NV,2046,4.786565114
int_ng_feed,NV,2047,4.782494213
int_ng_feed,NV,2048,4.722244882
int_ng_feed,NV,2049,4.670951532
int_ng_feed,NV,2050,4.642455227
int_ng_feed,MT,2010,2.57240219
int_ng_feed,MT,2011,2.57240219
int_ng_feed,MT,2012,2.57240219
int_ng_feed,MT,2013,2.57240219
int_ng_feed,MT,2014,2.57240219
int_ng_feed,MT,2015,2.57240219
int_ng_feed,MT,2016,2.57240219
int_ng_feed,MT,2017,2.57240219
int_ng_feed,MT,2018,2.57240219
int_ng_feed,MT,2019,2.57240219
int_ng_feed,MT,2020,2.57240219
int_ng_feed,MT,2021,2.57240219
int_ng_feed,MT,2022,2.57240219
int_ng_feed,MT,2023,2.57240219
int_ng_feed,MT,2024,2.57240219
int_ng_feed,MT,2025,3.178559313
int_ng_feed,MT,2026,3.129301414
int_ng_feed,MT,2027,3.036484877
int_ng_feed,MT,2028,3.112610721
int_ng_feed,MT,2029,3.232295203
int_ng_feed,MT,2030,3.37559091
int_ng_feed,MT,2031,3.500567564
int_ng_feed,MT,2032,3.874683343
int_ng_feed,MT,2033,4.155575496
int_ng_feed,MT,2034,4.313526445
int_ng_feed,MT,2035,4.372554506
int_ng_feed,MT,2036,4.346093651
int_ng_feed,MT,2037,4.275667068
int_ng_feed,MT,2038,4.206054665
int_ng_feed,MT,2039,4.155982586
int_ng_feed,MT,2040,4.190178152
int_ng_feed,MT,2041,4.292764851
int_ng_feed,MT,2042,4.367669425
int_ng_feed,MT,2043,4.432803838
int_ng_feed,MT,2044,4.456007972
int_ng_feed,MT,2045,4.495902799
int_ng_feed,MT,2046,4.565108112
int_ng_feed,MT,2047,4.562665572
int_ng_feed,MT,2048,4.512186402
int_ng_feed,MT,2049,4.463335593
int_ng_feed,MT,2050,4.431175477
int_ng_feed,WY,2010,2.674581799
int_ng_feed,WY,2011,2.674581799
int_ng_feed,WY,2012,2.674581799
int_ng_feed,WY,2013,2.674581799
int_ng_feed,WY,2014,2.674581799
int_ng_feed,WY,2015,2.674581799
int_ng_feed,WY,2016,2.674581799
int_ng_feed,WY,2017,2.674581799
int_ng_feed,WY,2018,2.674581799
int_ng_feed,WY,2019,2.674581799
int_ng_feed,WY,2020,2.674581799
int_ng_feed,WY,2021,2.674581799
int_ng_feed,WY,2022,2.674581799
int_ng_feed,WY,2023,2.674581799
int_ng_feed,WY,2024,2.674581799
int_ng_feed,WY,2025,3.274632571
int_ng_feed,WY,2026,3.220082501
int_ng_feed,WY,2027,3.137850306
int_ng_feed,WY,2028,3.222525042
int_ng_feed,WY,2029,3.357678947
int_ng_feed,WY,2030,3.514001536
int_ng_feed,WY,2031,3.648341261
int_ng_feed,WY,2032,4.029377572
int_ng_feed,WY,2033,4.313526445
int_ng_feed,WY,2034,4.477990836
int_ng_feed,WY,2035,4.541496888
int_ng_feed,WY,2036,4.508929682
int_ng_feed,WY,2037,4.438096009
int_ng_feed,WY,2038,4.377846677
int_ng_feed,WY,2039,4.334695129
int_ng_feed,WY,2040,4.381917578
int_ng_feed,WY,2041,4.495902799
int_ng_feed,WY,2042,4.582205895
int_ng_feed,WY,2043,4.657110469
int_ng_feed,WY,2044,4.682350054
int_ng_feed,WY,2045,4.722244882
int_ng_feed,WY,2046,4.786565114
int_ng_feed,WY,2047,4.782494213
int_ng_feed,WY,2048,4.722244882
int_ng_feed,WY,2049,4.670951532
int_ng_feed,WY,2050,4.642455227
int_ng_feed,UT,2010,2.674581799
int_ng_feed,UT,2011,2.674581799
int_ng_feed,UT,2012,2.674581799
int_ng_feed,UT,2013,2.674581799
int_ng_feed,UT,2014,2.674581799
int_ng_feed,UT,2015,2.674581799
int_ng_feed,UT,2016,2.674581799
int_ng_feed,UT,2017,2.674581799
int_ng_feed,UT,2018,2.674581799
int_ng_feed,UT,2019,2.674581799
int_ng_feed,UT,2020,2.674581799
int_ng_feed,UT,2021,2.674581799
int_ng_feed,UT,2022,2.674581799
int_ng_feed,UT,2023,2.674581799
int_ng_feed,UT,2024,2.674581799
int_ng_feed,UT,2025,3.274632571
int_ng_feed,UT,2026,3.220082501
int_ng_feed,UT,2027,3.137850306
int_ng_feed,UT,2028,3.222525042
int_ng_feed,UT,2029,3.357678947
int_ng_feed,UT,2030,3.514001536
int_ng_feed,UT,2031,3.648341261
int_ng_feed,UT,2032,4.029377572
int_ng_feed,UT,2033,4.313526445
int_ng_feed,UT,2034,4.477990836
int_ng_feed,UT,2035,4.541496888
int_ng_feed,UT,2036,4.508929682
int_ng_feed,UT,2037,4.438096009
int_ng_feed,UT,2038,4.377846677
int_ng_feed,UT,2039,4.334695129
int_ng_feed,UT,2040,4.381917578
int_ng_feed,UT,2041,4.495902799
int_ng_feed,UT,2042,4.582205895
int_ng_feed,UT,2043,4.657110469
int_ng_feed,UT,2044,4.682350054
int_ng_feed,UT,2045,4.722244882
int_ng_feed,UT,2046,4.786565114
int_ng_feed,UT,2047,4.782494213
int_ng_feed,UT,2048,4.722244882
int_ng_feed,UT,2049,4.670951532
int_ng_feed,UT,2050,4.642455227
int_ng_feed,AZ,2010,2.674581799
int_ng_feed,AZ,2011,2.674581799
int_ng_feed,AZ,2012,2.674581799
int_ng_feed,AZ,2013,2.674581799
int_ng_feed,AZ,2014,2.674581799
int_ng_feed,AZ,2015,2.674581799
int_ng_feed,AZ,2016,2.674581799
int_ng_feed,AZ,2017,2.674581799
int_ng_feed,AZ,2018,2.674581799
int_ng_feed,AZ,2019,2.674581799
int_ng_feed,AZ,2020,2.674581799
int_ng_feed,AZ,2021,2.674581799
int_ng_feed,AZ,2022,2.674581799
int_ng_feed,AZ,2023,2.674581799
int_ng_feed,AZ,2024,2.674581799
int_ng_feed,AZ,2025,3.274632571
int_ng_feed,AZ,2026,3.220082501
int_ng_feed,AZ,2027,3.137850306
int_ng_feed,AZ,2028,3.222525042
int_ng_feed,AZ,2029,3.357678947
int_ng_feed,AZ,2030,3.514001536
int_ng_feed,AZ,2031,3.648341261
int_ng_feed,AZ,2032,4.029377572
int_ng_feed,AZ,2033,4.313526445
int_ng_feed,AZ,2034,4.477990836
int_ng_feed,AZ,2035,4.541496888
int_ng_feed,AZ,2036,4.508929682
int_ng_feed,AZ,2037,4.438096009
int_ng_feed,AZ,2038,4.377846677
int_ng_feed,AZ,2039,4.334695129
int_ng_feed,AZ,2040,4.381917578
int_ng_feed,AZ,2041,4.495902799
int_ng_feed,AZ,2042,4.582205895
int_ng_feed,AZ,2043,4.657110469
int_ng_feed,AZ,2044,4.682350054
int_ng_feed,AZ,2045,4.722244882
int_ng_feed,AZ,2046,4.786565114
int_ng_feed,AZ,2047,4.782494213
int_ng_feed,AZ,2048,4.722244882
int_ng_feed,AZ,2049,4.670951532
int_ng_feed,AZ,2050,4.642455227
int_ng_feed,NM,2010,2.405088169
int_ng_feed,NM,2011,2.405088169
int_ng_feed,NM,2012,2.405088169
int_ng_feed,NM,2013,2.405088169
int_ng_feed,NM,2014,2.405088169
int_ng_feed,NM,2015,2.405088169
int_ng_feed,NM,2016,2.405088169
int_ng_feed,NM,2017,2.405088169
int_ng_feed,NM,2018,2.405088169
int_ng_feed,NM,2019,2.405088169
int_ng_feed,NM,2020,2.405088169
int_ng_feed,NM,2021,2.405088169
int_ng_feed,NM,2022,2.405088169
int_ng_feed,NM,2023,2.405088169
int_ng_feed,NM,2024,2.405088169
int_ng_feed,NM,2025,2.985191527
int_ng_feed,NM,2026,2.903366422
int_ng_feed,NM,2027,2.817063326
int_ng_feed,NM,2028,2.903773512
int_ng_feed,NM,2029,3.038113237
int_ng_feed,NM,2030,3.191179106
int_ng_feed,NM,2031,3.315748669
int_ng_feed,NM,2032,3.69393535
int_ng_feed,NM,2033,3.993146556
int_ng_feed,NM,2034,4.169009468
int_ng_feed,NM,2035,4.236586421
int_ng_feed,NM,2036,4.217860277
int_ng_feed,NM,2037,4.159646397
int_ng_feed,NM,2038,4.101432516
int_ng_feed,NM,2039,4.054210067
int_ng_feed,NM,2040,4.087998543
int_ng_feed,NM,2041,4.181222171
int_ng_feed,NM,2042,4.261826006
int_ng_feed,NM,2043,4.352607093
int_ng_feed,NM,2044,4.397387001
int_ng_feed,NM,2045,4.440538549
int_ng_feed,NM,2046,4.506487141
int_ng_feed,NM,2047,4.520328204
int_ng_feed,NM,2048,4.486132638
int_ng_feed,NM,2049,4.4466449
int_ng_feed,NM,2050,4.423033676
int_ng_feed,SD,2010,2.57240219
int_ng_feed,SD,2011,2.57240219
int_ng_feed,SD,2012,2.57240219
int_ng_feed,SD,2013,2.57240219
int_ng_feed,SD,2014,2.57240219
int_ng_feed,SD,2015,2.57240219
int_ng_feed,SD,2016,2.57240219
int_ng_feed,SD,2017,2.57240219
int_ng_feed,SD,2018,2.57240219
int_ng_feed,SD,2019,2.57240219
int_ng_feed,SD,2020,2.57240219
int_ng_feed,SD,2021,2.57240219
int_ng_feed,SD,2022,2.57240219
int_ng_feed,SD,2023,2.57240219
int_ng_feed,SD,2024,2.57240219
int_ng_feed,SD,2025,3.178559313
int_ng_feed,SD,2026,3.129301414
int_ng_feed,SD,2027,3.036484877
int_ng_feed,SD,2028,3.112610721
int_ng_feed,SD,2029,3.232295203
int_ng_feed,SD,2030,3.37559091
int_ng_feed,SD,2031,3.500567564
int_ng_feed,SD,2032,3.874683343
int_ng_feed,SD,2033,4.155575496
int_ng_feed,SD,2034,4.313526445
int_ng_feed,SD,2035,4.372554506
int_ng_feed,SD,2036,4.346093651
int_ng_feed,SD,2037,4.275667068
int_ng_feed,SD,2038,4.206054665
int_ng_feed,SD,2039,4.155982586
int_ng_feed,SD,2040,4.190178152
int_ng_feed,SD,2041,4.292764851
int_ng_feed,SD,2042,4.367669425
int_ng_feed,SD,2043,4.432803838
int_ng_feed,SD,2044,4.456007972
int_ng_feed,SD,2045,4.495902799
int_ng_feed,SD,2046,4.565108112
int_ng_feed,SD,2047,4.562665572
int_ng_feed,SD,2048,4.512186402
int_ng_feed,SD,2049,4.463335593
int_ng_feed,SD,2050,4.431175477
int_ng_feed,CO,2010,2.674581799
int_ng_feed,CO,2011,2.674581799
int_ng_feed,CO,2012,2.674581799
int_ng_feed,CO,2013,2.674581799
int_ng_feed,CO,2014,2.674581799
int_ng_feed,CO,2015,2.674581799
int_ng_feed,CO,2016,2.674581799
int_ng_feed,CO,2017,2.674581799
int_ng_feed,CO,2018,2.674581799
int_ng_feed,CO,2019,2.674581799
int_ng_feed,CO,2020,2.674581799
int_ng_feed,CO,2021,2.674581799
int_ng_feed,CO,2022,2.674581799
int_ng_feed,CO,2023,2.674581799
int_ng_feed,CO,2024,2.674581799
int_ng_feed,CO,2025,3.274632571
int_ng_feed,CO,2026,3.220082501
int_ng_feed,CO,2027,3.137850306
int_ng_feed,CO,2028,3.222525042
int_ng_feed,CO,2029,3.357678947
int_ng_feed,CO,2030,3.514001536
int_ng_feed,CO,2031,3.648341261
int_ng_feed,CO,2032,4.029377572
int_ng_feed,CO,2033,4.313526445
int_ng_feed,CO,2034,4.477990836
int_ng_feed,CO,2035,4.541496888
int_ng_feed,CO,2036,4.508929682
int_ng_feed,CO,2037,4.438096009
int_ng_feed,CO,2038,4.377846677
int_ng_feed,CO,2039,4.334695129
int_ng_feed,CO,2040,4.381917578
int_ng_feed,CO,2041,4.495902799
int_ng_feed,CO,2042,4.582205895
int_ng_feed,CO,2043,4.657110469
int_ng_feed,CO,2044,4.682350054
int_ng_feed,CO,2045,4.722244882
int_ng_feed,CO,2046,4.786565114
int_ng_feed,CO,2047,4.782494213
int_ng_feed,CO,2048,4.722244882
int_ng_feed,CO,2049,4.670951532
int_ng_feed,CO,2050,4.642455227
int_ng_feed,ND,2010,2.470222581
int_ng_feed,ND,2011,2.470222581
int_ng_feed,ND,2012,2.470222581
int_ng_feed,ND,2013,2.470222581
int_ng_feed,ND,2014,2.470222581
int_ng_feed,ND,2015,2.470222581
int_ng_feed,ND,2016,2.470222581
int_ng_feed,ND,2017,2.470222581
int_ng_feed,ND,2018,2.470222581
int_ng_feed,ND,2019,2.470222581
int_ng_feed,ND,2020,2.470222581
int_ng_feed,ND,2021,2.470222581
int_ng_feed,ND,2022,2.470222581
int_ng_feed,ND,2023,2.470222581
int_ng_feed,ND,2024,2.470222581
int_ng_feed,ND,2025,3.082486055
int_ng_feed,ND,2026,3.038520327
int_ng_feed,ND,2027,2.935119448
int_ng_feed,ND,2028,3.002696401
int_ng_feed,ND,2029,3.10691146
int_ng_feed,ND,2030,3.237180284
int_ng_feed,ND,2031,3.352793866
int_ng_feed,ND,2032,3.719989115
int_ng_feed,ND,2033,3.997624546
int_ng_feed,ND,2034,4.149062055
int_ng_feed,ND,2035,4.203612125
int_ng_feed,ND,2036,4.183257621
int_ng_feed,ND,2037,4.113238128
int_ng_feed,ND,2038,4.034262653
int_ng_feed,ND,2039,3.977270042
int_ng_feed,ND,2040,3.998438726
int_ng_feed,ND,2041,4.089626903
int_ng_feed,ND,2042,4.153132955
int_ng_feed,ND,2043,4.208497206
int_ng_feed,ND,2044,4.22966589
int_ng_feed,ND,2045,4.269560717
int_ng_feed,ND,2046,4.343651111
int_ng_feed,ND,2047,4.342836931
int_ng_feed,ND,2048,4.302127923
int_ng_feed,ND,2049,4.255719654
int_ng_feed,ND,2050,4.219895728
int_ng_feed,NE,2010,2.470222581
int_ng_feed,NE,2011,2.470222581
int_ng_feed,NE,2012,2.470222581
int_ng_feed,NE,2013,2.470222581
int_ng_feed,NE,2014,2.470222581
int_ng_feed,NE,2015,2.470222581
int_ng_feed,NE,2016,2.470222581
int_ng_feed,NE,2017,2.470222581
int_ng_feed,NE,2018,2.470222581
int_ng_feed,NE,2019,2.470222581
int_ng_feed,NE,2020,2.470222581
int_ng_feed,NE,2021,2.470222581
int_ng_feed,NE,2022,2.470222581
int_ng_feed,NE,2023,2.470222581
int_ng_feed,NE,2024,2.470222581
int_ng_feed,NE,2025,3.082486055
int_ng_feed,NE,2026,3.038520327
int_ng_feed,NE,2027,2.935119448
int_ng_feed,NE,2028,3.002696401
int_ng_feed,NE,2029,3.10691146
int_ng_feed,NE,2030,3.237180284
int_ng_feed,NE,2031,3.352793866
int_ng_feed,NE,2032,3.719989115
int_ng_feed,NE,2033,3.997624546
int_ng_feed,NE,2034,4.149062055
int_ng_feed,NE,2035,4.203612125
int_ng_feed,NE,2036,4.183257621
int_ng_feed,NE,2037,4.113238128
int_ng_feed,NE,2038,4.034262653
int_ng_feed,NE,2039,3.977270042
int_ng_feed,NE,2040,3.998438726
int_ng_feed,NE,2041,4.089626903
int_ng_feed,NE,2042,4.153132955
int_ng_feed,NE,2043,4.208497206
int_ng_feed,NE,2044,4.22966589
int_ng_feed,NE,2045,4.269560717
int_ng_feed,NE,2046,4.343651111
int_ng_feed,NE,2047,4.342836931
int_ng_feed,NE,2048,4.302127923
int_ng_feed,NE,2049,4.255719654
int_ng_feed,NE,2050,4.219895728
int_ng_feed,MN,2010,2.470222581
int_ng_feed,MN,2011,2.470222581
int_ng_feed,MN,2012,2.470222581
int_ng_feed,MN,2013,2.470222581
int_ng_feed,MN,2014,2.470222581
int_ng_feed,MN,2015,2.470222581
int_ng_feed,MN,2016,2.470222581
int_ng_feed,MN,2017,2.470222581
int_ng_feed,MN,2018,2.470222581
int_ng_feed,MN,2019,2.470222581
int_ng_feed,MN,2020,2.470222581
int_ng_feed,MN,2021,2.470222581
int_ng_feed,MN,2022,2.470222581
int_ng_feed,MN,2023,2.470222581
int_ng_feed,MN,2024,2.470222581
int_ng_feed,MN,2025,3.082486055
int_ng_feed,MN,2026,3.038520327
int_ng_feed,MN,2027,2.935119448
int_ng_feed,MN,2028,3.002696401
int_ng_feed,MN,2029,3.10691146
int_ng_feed,MN,2030,3.237180284
int_ng_feed,MN,2031,3.352793866
int_ng_feed,MN,2032,3.719989115
int_ng_feed,MN,2033,3.997624546
int_ng_feed,MN,2034,4.149062055
int_ng_feed,MN,2035,4.203612125
int_ng_feed,MN,2036,4.183257621
int_ng_feed,MN,2037,4.113238128
int_ng_feed,MN,2038,4.034262653
int_ng_feed,MN,2039,3.977270042
int_ng_feed,MN,2040,3.998438726
int_ng_feed,MN,2041,4.089626903
int_ng_feed,MN,2042,4.153132955
int_ng_feed,MN,2043,4.208497206
int_ng_feed,MN,2044,4.22966589
int_ng_feed,MN,2045,4.269560717
int_ng_feed,MN,2046,4.343651111
int_ng_feed,MN,2047,4.342836931
int_ng_feed,MN,2048,4.302127923
int_ng_feed,MN,2049,4.255719654
int_ng_feed,MN,2050,4.219895728
int_ng_feed,IA,2010,2.470222581
int_ng_feed,IA,2011,2.470222581
int_ng_feed,IA,2012,2.470222581
int_ng_feed,IA,2013,2.470222581
int_ng_feed,IA,2014,2.470222581
int_ng_feed,IA,2015,2.470222581
int_ng_feed,IA,2016,2.470222581
int_ng_feed,IA,2017,2.470222581
int_ng_feed,IA,2018,2.470222581
int_ng_feed,IA,2019,2.470222581
int_ng_feed,IA,2020,2.470222581
int_ng_feed,IA,2021,2.470222581
int_ng_feed,IA,2022,2.470222581
int_ng_feed,IA,2023,2.470222581
int_ng_feed,IA,2024,2.470222581
int_ng_feed,IA,2025,3.082486055
int_ng_feed,IA,2026,3.038520327
int_ng_feed,IA,2027,2.935119448
int_ng_feed,IA,2028,3.002696401
int_ng_feed,IA,2029,3.10691146
int_ng_feed,IA,2030,3.237180284
int_ng_feed,IA,2031,3.352793866
int_ng_feed,IA,2032,3.719989115
int_ng_feed,IA,2033,3.997624546
int_ng_feed,IA,2034,4.149062055
int_ng_feed,IA,2035,4.203612125
int_ng_feed,IA,2036,4.183257621
int_ng_feed,IA,2037,4.113238128
int_ng_feed,IA,2038,4.034262653
int_ng_feed,IA,2039,3.977270042
int_ng_feed,IA,2040,3.998438726
int_ng_feed,IA,2041,4.089626903
int_ng_feed,IA,2042,4.153132955
int_ng_feed,IA,2043,4.208497206
int_ng_feed,IA,2044,4.22966589
int_ng_feed,IA,2045,4.269560717
int_ng_feed,IA,2046,4.343651111
int_ng_feed,IA,2047,4.342836931
int_ng_feed,IA,2048,4.302127923
int_ng_feed,IA,2049,4.255719654
int_ng_feed,IA,2050,4.219895728
int_ng_feed,WI,2010,3.057246471
int_ng_feed,WI,2011,3.057246471
int_ng_feed,WI,2012,3.057246471
int_ng_feed,WI,2013,3.057246471
int_ng_feed,WI,2014,3.057246471
int_ng_feed,WI,2015,3.057246471
int_ng_feed,WI,2016,3.057246471
int_ng_feed,WI,2017,3.057246471
int_ng_feed,WI,2018,3.057246471
int_ng_feed,WI,2019,3.057246471
int_ng_feed,WI,2020,3.057246471
int_ng_feed,WI,2021,3.057246471
int_ng_feed,WI,2022,3.057246471
int_ng_feed,WI,2023,3.057246471
int_ng_feed,WI,2024,3.057246471
int_ng_feed,WI,2025,3.666253224
int_ng_feed,WI,2026,3.566109066
int_ng_feed,WI,2027,3.462708186
int_ng_feed,WI,2028,3.494461212
int_ng_feed,WI,2029,3.579135948
int_ng_feed,WI,2030,3.671138305
int_ng_feed,WI,2031,3.771282464
int_ng_feed,WI,2032,4.098582885
int_ng_feed,WI,2033,4.350978732
int_ng_feed,WI,2034,4.481247557
int_ng_feed,WI,2035,4.531726726
int_ng_feed,WI,2036,4.516257303
int_ng_feed,WI,2037,4.44460945
int_ng_feed,WI,2038,4.350164552
int_ng_feed,WI,2039,4.2866585
int_ng_feed,WI,2040,4.279330879
int_ng_feed,WI,2041,4.33795185
int_ng_feed,WI,2042,4.376218317
int_ng_feed,WI,2043,4.407157163
int_ng_feed,WI,2044,4.416927325
int_ng_feed,WI,2045,4.440538549
int_ng_feed,WI,2046,4.485318457
int_ng_feed,WI,2047,4.464149773
int_ng_feed,WI,2048,4.421812406
int_ng_feed,WI,2049,4.376218317
int_ng_feed,WI,2050,4.328995868
int_ng_feed,TX,2010,2.405088169
int_ng_feed,TX,2011,2.405088169
int_ng_feed,TX,2012,2.405088169
int_ng_feed,TX,2013,2.405088169
int_ng_feed,TX,2014,2.405088169
int_ng_feed,TX,2015,2.405088169
int_ng_feed,TX,2016,2.405088169
int_ng_feed,TX,2017,2.405088169
int_ng_feed,TX,2018,2.405088169
int_ng_feed,TX,2019,2.405088169
int_ng_feed,TX,2020,2.405088169
int_ng_feed,TX,2021,2.405088169
int_ng_feed,TX,2022,2.405088169
int_ng_feed,TX,2023,2.405088169
int_ng_feed,TX,2024,2.405088169
int_ng_feed,TX,2025,2.985191527
int_ng_feed,TX,2026,2.903366422
int_ng_feed,TX,2027,2.817063326
int_ng_feed,TX,2028,2.903773512
int_ng_feed,TX,2029,3.038113237
int_ng_feed,TX,2030,3.191179106
int_ng_feed,TX,2031,3.315748669
int_ng_feed,TX,2032,3.69393535
int_ng_feed,TX,2033,3.993146556
int_ng_feed,TX,2034,4.169009468
int_ng_feed,TX,2035,4.236586421
int_ng_feed,TX,2036,4.217860277
int_ng_feed,TX,2037,4.159646397
int_ng_feed,TX,2038,4.101432516
int_ng_feed,TX,2039,4.054210067
int_ng_feed,TX,2040,4.087998543
int_ng_feed,TX,2041,4.181222171
int_ng_feed,TX,2042,4.261826006
int_ng_feed,TX,2043,4.352607093
int_ng_feed,TX,2044,4.397387001
int_ng_feed,TX,2045,4.440538549
int_ng_feed,TX,2046,4.506487141
int_ng_feed,TX,2047,4.520328204
int_ng_feed,TX,2048,4.486132638
int_ng_feed,TX,2049,4.4466449
int_ng_feed,TX,2050,4.423033676
