id,type,ba_zone,commodity,fac_id,fac_zip,lat,lon,cod,ref_cap,cap_dec,prod_2018,int_coal,int_met_coal,int_coke,int_ddfo,int_ng,int_hgl,int_elec,int_opet,int_rfo,int_ng_feed,int_coal_feed,int_coke_feed,int_h2_feed,int_lighthgl_feed,int_medhgl_feed,int_heavypchem_feed,int_m_scrap,int_m_ore,int_m_limestone,int_m_cullet,int_m_silica,int_m_soda_ash,co2_rate_proc,co2_rate_comb,newfac_ref_cap,cost_cap,cost_fom,cost_vom,ccs_cap_rate_comb,ccs_cap_rate_prod
* Vintage,Technology,BA Region,Sector,Faciity ID,Zip Code,Latitude,Longitude,Commercial operation date,Capacity [metric-tons/yr],fixed changes to capacity post 2022 [metric-tons/yr],Production in 2018 [metric_ton],Industrial Coal intensity [MMBtu-fuel-input/metric_ton-output],Metallurgical Coal intensity  [MMBtu-fuel-input/metric_ton-output],Coke intensity [MMBtu-fuel-input/metric_ton-output],Distilate Fuel Oil intensity [MMBtu-fuel-input/metric_ton-output],Natural gas intensity [MMBtu-fuel-input/metric_ton-output],Propane intensity [MMBtu-fuel-input/metric_ton-output],Electricity intensity [MWh-input/metric_ton-output],Other Petroleum intensity [MMBtu-fuel-input/metric_ton-output],Residual Fuel Oil intensity [MMBtu-fuel-input/metric_ton-output],Natural gas feedstock intensity  [MMBtu-fuel-input/metric_ton-output],Industrial Coal feedstock intensity  [MMBtu-fuel-input/metric_ton-output],Coke feedstock intensity  [MMBtu-fuel-input/metric_ton-output],Hydrogen feedstock intensity [metric_ton-h2/metric_ton-output],Ethane feedstock intensity  [MMBtu-input/metric_ton-output],Propane/Butane feedstock intensity  [MMBtu-input/metric_ton-output],Heavy feedstock intensity  [MMBtu-input/metric_ton-output],Scrap intensity [metric_ton-scrap/metric_ton-output],Ore intensity [metric_ton-ore/metric_ton-output],Limestone intensity [metric_ton-input/metric_ton-output],Cullet intensity [tonne-scrap/tonne-output],Silica intensity [tonne-input/tonne-output],Soda ash intensity [tonne-input/tonne-output],Carbon emission process intensity [CO2 metric_ton/metric_ton-output],Carbon emission combustion intensity [CO2 metric_ton/metric_ton-output],Capacity of reference facility for new vintages [metric tons/yr],CAPEX [2018$/(metric ton/yr)],Fixed O&M cost [2018$/metric_ton],Variable O&M cost [2018$/metric_ton],Carbon capture rate from combustion [%],Carbon capture rate from process [%]
tech53,port,p71,cement,1005987,63401,39.67913,-91.31424,1903,760000,0,620000,3.60407139,0,0.024027143,0.024027143,0.682876684,0.024027143,0.141108561,3.483935677,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.612794915,,167.3941293,19.78200491,1.6,0,0
tech54,port,p10,cement,1006842,93501,35.02810451,-118.3143782,1955,1179100,0,1070000,2.861017273,0,0.03810875,0.03810875,0.97575747,0.03810875,0.112174447,2.403254509,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.396995998,,167.3941293,19.78200491,1.6,0,0
tech55,port,p10,cement,1007927,92368,34.6045,-117.3382,2007,1220000,0,1110000,2.481906725,0,0.033058998,0.033058998,0.84646082,0.033058998,0.112174447,2.084801649,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.368400265,,167.3941293,19.78200491,1.6,0,0
tech56,port,p30,cement,1006669,85654,32.4108,-111.15055,1949,2350000,0,1130000,1.912716142,0,0.025477379,0.025477379,0.652336874,0.025477379,0.112174447,1.60668156,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.388877894,,167.3941293,19.78200491,1.6,0,0
tech57,port,p9,cement,1004612,96003,40.7369,-122.3223,1960,600000,0,430000,1.402372993,0,0.018679608,0.018679608,0.478283,0.018679608,0.112174447,1.177993314,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.326250353,,167.3941293,19.78200491,1.6,0,0
tech58,port,p51,cement,1007216,74116,36.1941,-95.8117,1961,770950,0,610000,1.835648326,0,0.076485347,0.038242673,0.978207332,0.007648535,0.141895672,1.376736244,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.40535136,,167.3941293,19.78200491,1.6,0,0
tech59,port,p54,cement,1004385,64050,39.14418,-94.39482,1905,770950,0,630000,3.618793172,0,0.024125288,0.024125288,0.685666075,0.024125288,0.141108561,3.498166733,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.508895791,,167.3941293,19.78200491,1.6,0,0
tech60,port,p134,cement,1003594,4861,44.08401,-69.157238,1928,630000,0,430000,0.534379165,0,0,0.053437917,3.796904596,0.053437917,0.160706607,1.068758331,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.38477925,,167.3941293,19.78200491,1.6,0,0
tech61,port,p70,cement,1006077,52728,41.45906,-90.695252,1906,1290000,0,1130000,1.620415258,0,0.010802768,0.010802768,0.307026049,0.010802768,0.141108561,1.566401416,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.338513553,,167.3941293,19.78200491,1.6,0,0
tech62,port,p28,cement,1001689,86334,34.98533,-112.37044,2011,670000,0,600000,1.866683633,0,0.024864226,0.024864226,0.636637365,0.024864226,0.112174447,1.568014252,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.405010047,,167.3941293,19.78200491,1.6,0,0
tech63,port,p113,cement,1006212,45385,39.7779,-83.9661,1924,1000000,0,550000,2.1078829,0,0.014052553,0.014052553,0.399388339,0.014052553,0.141108561,2.037620136,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.462651247,,167.3941293,19.78200491,1.6,0,0
tech64,port,p32,cement,1004539,57702,44.0896,-103.271663,1924,1160000,0,520000,1.626470782,0,0.010843139,0.010843139,0.308173411,0.010843139,0.141108561,1.572255089,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.367604221,,167.3941293,19.78200491,1.6,0,0
tech65,port,p62,cement,1006363,79766,31.703691,-102.392214,1965,1410000,0,410000,1.472713698,0,0.061363071,0.030681535,0.784801378,0.006136307,0.141895672,1.104535273,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.346895365,,167.3941293,19.78200491,1.6,0,0
tech66,port,p34,cement,1003067,81004,38.129058,-104.606741,2008,1360000,0,790000,1.73930504,0,0.023167543,0.023167543,0.593194561,0.023167543,0.112174447,1.461016234,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.366956952,,167.3941293,19.78200491,1.6,0,0
tech67,port,p31,cement,1009018,87059,35.071319,-106.392283,1959,440000,0,410000,1.939672457,0,0.025836437,0.025836437,0.661530396,0.025836437,0.112174447,1.629324864,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.431398064,,167.3941293,19.78200491,1.6,0,0
tech68,port,p96,cement,1003770,29448,33.242778,-80.442222,1949,1340000,0,480000,1.211398625,0,0.050474943,0.025237471,0.645547951,0.005047494,0.141895672,0.908548969,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.286335247,,167.3941293,19.78200491,1.6,0,0
tech69,port,p9,cement,1002431,95014,37.3181,-122.091,1939,880000,0,800000,3.164823923,0,0.042155455,0.042155455,1.079371527,0.042155455,0.112174447,2.658452095,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.576031062,,167.3941293,19.78200491,1.6,0,0
tech70,port,p122,cement,1001835,18064,40.72966,-75.30078,1970,1920000,0,880000,0.446227956,0,0,0.044622796,3.170567054,0.044622796,0.160706607,0.892455911,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.315642881,,167.3941293,19.78200491,1.6,0,0
tech71,port,p122,cement,1006450,18083,40.75037,-75.27114,1917,950000,0,780000,0.455319993,0,0,0.045531999,3.235168369,0.045531999,0.160706607,0.910639985,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.320212334,,167.3941293,19.78200491,1.6,0,0
tech72,port,p89,cement,1006234,35094,33.5401,-86.5435,1906,1020000,0,820000,1.02080573,0,0.042533572,0.021266786,0.543982001,0.004253357,0.141895672,0.765604297,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.232078006,,167.3941293,19.78200491,1.6,0,0
tech73,port,p72,cement,1007563,63627,38.109942,-90.257947,2009,4080000,0,3350000,2.527434098,0,0.016849561,0.016849561,0.47888225,0.016849561,0.141108561,2.443186295,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.386474816,,167.3941293,19.78200491,1.6,0,0
tech74,port,p96,cement,1006815,29059,33.273041,-80.435853,1966,2000000,0,1730000,1.179345922,0,0.049139413,0.024569707,0.628467235,0.004913941,0.141895672,0.884509441,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.247638317,,167.3941293,19.78200491,1.6,0,0
tech75,port,p103,cement,1005874,49707,45.0722,-83.4048,1907,2180000,0,1970000,2.013830706,0,0.013425538,0.013425538,0.381567923,0.013425538,0.141108561,1.946703016,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.405779485,,167.3941293,19.78200491,1.6,0,0
tech76,port,p26,cement,1004131,84050,41.0633,-111.5317,1904,730000,0,570000,3.997191382,0,0.053242589,0.053242589,1.36325264,0.053242589,0.112174447,3.357640761,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.577757911,,167.3941293,19.78200491,1.6,0,0
tech77,port,p63,cement,1002055,76065,32.512975,-96.971099,1986,2130000,0,1820000,1.44540168,0,0.06022507,0.030112535,0.770246948,0.006022507,0.141895672,1.08405126,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.29896798,,167.3941293,19.78200491,1.6,0,0
tech78,port,p50,cement,1002204,74820,34.76754,-96.69652,1906,620000,0,470000,1.833090941,0,0.076378789,0.038189395,0.976844514,0.007637879,0.141895672,1.374818205,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.416946383,,167.3941293,19.78200491,1.6,0,0
tech79,port,p107,cement,1002517,47172,38.415722,-85.749361,1870,1000000,0,650000,2.14065165,0,0.014271011,0.014271011,0.405597155,0.014271011,0.141108561,2.069296595,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.458068663,,167.3941293,19.78200491,1.6,0,0
tech80,port,p107,cement,1003891,47446,38.739074,-86.45703,1902,2800000,0,570000,2.141956912,0,0.014279713,0.014279713,0.405844467,0.014279713,0.141108561,2.070558348,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.464140787,,167.3941293,19.78200491,1.6,0,0
tech81,port,p122,cement,1005742,19522,40.472471,-75.895245,1910,1020000,0,560000,0.450730704,0,0,0.04507307,3.202560268,0.04507307,0.160706607,0.901461409,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.325965631,,167.3941293,19.78200491,1.6,0,0
tech82,port,p81,cement,1000243,62941,37.216805,-88.879849,1963,450000,0,330000,2.546763737,0,0.016978425,0.016978425,0.482544708,0.016978425,0.141108561,2.461871612,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.582843374,,167.3941293,19.78200491,1.6,0,0
tech83,port,p90,cement,1004810,36582,30.5349,-88.1121,1981,1360000,0,710000,1.031203753,0,0.042966823,0.021483412,0.549523053,0.004296682,0.141895672,0.773402815,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.237314199,,167.3941293,19.78200491,1.6,0,0
tech84,port,p34,cement,1003008,81226,38.328631,-105.008989,1912,1630000,0,1190000,1.74462284,0,0.023238376,0.023238376,0.595008211,0.023238376,0.112174447,1.465483186,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.356413339,,167.3941293,19.78200491,1.6,0,0
tech85,port,p121,cement,1004078,21742,39.6524,-77.6805,1903,860000,0,530000,1.362805029,0,0.056783543,0.028391771,0.726231628,0.005678354,0.141895672,1.022103772,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.314391631,,167.3941293,19.78200491,1.6,0,0
tech86,port,p80,cement,1006738,61301,41.329483,-89.081612,1973,830000,0,800000,2.609245433,0,0.01739497,0.01739497,0.494383345,0.01739497,0.141108561,2.522270585,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.540347156,,167.3941293,19.78200491,1.6,0,0
tech87,port,p122,cement,1005622,18014,40.715359,-75.400859,1928,1300000,0,580000,0.443109456,0,0,0.044310946,3.148409295,0.044310946,0.160706607,0.886218913,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.322980772,,167.3941293,19.78200491,1.6,0,0
tech88,port,p109,cement,1007997,40272,38.034696,-85.90601,1905,1700000,0,1510000,1.017999722,0,0.042416655,0.021208328,0.542486694,0.004241666,0.141895672,0.763499792,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.218401626,,167.3941293,19.78200491,1.6,0,0
tech89,port,p122,cement,1005639,18052,40.687646,-75.506305,1899,850000,0,400000,0.444097903,0,0,0.04440979,3.155432465,0.04440979,0.160706607,0.888195805,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.334090179,,167.3941293,19.78200491,1.6,0,0
tech90,port,p112,cement,1007766,45879,41.1809,-84.6048,1956,450000,0,310000,4.758170377,0,0.031721136,0.031721136,0.901548071,0.031721136,0.141108561,4.599564698,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.75396437,,167.3941293,19.78200491,1.6,0,0
tech91,port,p105,cement,1006136,46947,40.734521,-86.433441,1896,750000,0,290000,2.202138852,0,0.014680926,0.014680926,0.417247361,0.014680926,0.141108561,2.128734223,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.516534437,,167.3941293,19.78200491,1.6,0,0
tech92,port,p45,cement,1005352,50401,43.1788,-93.2118,1912,1340000,0,530000,1.582920231,0,0.010552802,0.010552802,0.299921728,0.010552802,0.141108561,1.530156224,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.363044118,,167.3941293,19.78200491,1.6,0,0
tech93,port,p63,cement,1002049,76712,31.481987,-97.240773,1969,150000,0,110000,3.261414408,0,0.135892267,0.067946134,1.737990573,0.013589227,0.141895672,2.446060806,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.860501651,,167.3941293,19.78200491,1.6,0,0
tech94,port,p123,cement,1002787,21791,39.560284,-77.171425,1910,1720000,0,1260000,4.700885682,0,0.195870237,0.097935118,2.505077238,0.019587024,0.141895672,3.525664261,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.541638813,,167.3941293,19.78200491,1.6,0,0
tech95,port,p122,cement,1000198,17404,39.94778,-76.76918,1897,130000,0,100000,0.472320966,0,0,0.047232097,3.355964758,0.047232097,0.160706607,0.944641932,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.446686338,,167.3941293,19.78200491,1.6,0,0
tech96,port,p51,cement,1004289,74361,36.29621,-95.331165,1962,800000,0,440000,1.845668132,0,0.076902839,0.038451419,0.983546834,0.007690284,0.141895672,1.384251099,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.42160778,,167.3941293,19.78200491,1.6,0,0
tech97,port,p72,cement,1006112,63701,37.2676,-89.5385,1909,2940000,0,1060000,1.546028382,0,0.010306856,0.010306856,0.292931693,0.010306856,0.141108561,1.494494103,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.326075277,,167.3941293,19.78200491,1.6,0,0
tech98,port,p105,cement,1005302,46135,39.616615,-86.868632,1924,1850000,0,1030000,2.141927367,0,0.014279516,0.014279516,0.40583887,0.014279516,0.141108561,2.070529788,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.442555729,,167.3941293,19.78200491,1.6,0,0
tech99,port,p127,cement,1005360,12143,42.546096,-73.672154,1962,2000000,0,1260000,0.521012855,0,0,0.052101286,3.701933444,0.052101286,0.160706607,1.04202571,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.35933994,,167.3941293,19.78200491,1.6,0,0
tech100,port,p127,cement,1000290,12801,43.3064,-73.6208,1893,1420000,0,280000,0.530065978,0,0,0.053006598,3.766258262,0.053006598,0.160706607,1.060131955,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.400869429,,167.3941293,19.78200491,1.6,0,0
tech101,port,p60,cement,1006110,79535,32.25,-100.458333,1951,1230000,0,780000,1.463830714,0,0.060992946,0.030496473,0.780067683,0.006099295,0.141895672,1.097873036,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.318168842,,167.3941293,19.78200491,1.6,0,0
tech102,port,p63,cement,1007792,76065,32.462679,-97.025572,1960,1710000,0,1400000,1.453040172,0,0.06054334,0.03027167,0.77431746,0.006054334,0.141895672,1.089780129,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.303563917,,167.3941293,19.78200491,1.6,0,0
tech103,port,p53,cement,1001701,66748,37.797162,-95.431386,1908,910000,0,660000,3.903916111,0,0.026026107,0.026026107,0.739689368,0.026026107,0.141108561,3.773785574,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.54852634,,167.3941293,19.78200491,1.6,0,0
tech104,port,p24,cement,1005978,82070,41.26109,-105.60319,1927,1580000,0,690000,1.763554139,0,0.023490541,0.023490541,0.60146478,0.023490541,0.112174447,1.481385477,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.373733985,,167.3941293,19.78200491,1.6,0,0
tech105,port,p64,cement,1007621,78132,29.803771,-98.039969,1980,1170000,0,850000,4.27738284,0,0.178224285,0.089112143,2.279394803,0.017822429,0.141895672,3.20803713,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.752369773,,167.3941293,19.78200491,1.6,0,0
tech106,port,p10,cement,1005662,92356,34.437557,-116.891034,1988,1110000,0,1010000,3.216463447,0,0.042843293,0.042843293,1.096983323,0.042843293,0.112174447,2.701829296,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.581117031,,167.3941293,19.78200491,1.6,0,0
tech107,port,p10,cement,1006642,93243,34.819863,-118.748732,1960,1000000,0,910000,2.121882887,0,0.02826348,0.02826348,0.723673742,0.02826348,0.112174447,1.782381625,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.347184838,,167.3941293,19.78200491,1.6,0,0
tech108,port,p12,cement,1004174,89408,39.62,-119.2628,1964,510000,0,500000,1.797794575,0,0.023946624,0.023946624,0.613142571,0.023946624,0.112174447,1.510147443,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.396266694,,167.3941293,19.78200491,1.6,0,0
tech109,port,p28,cement,1003643,86324,34.78141,-112.08271,1959,1320000,0,780000,1.881222989,0,0.02505789,0.02505789,0.641596051,0.02505789,0.112174447,1.58022731,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.396357509,,167.3941293,19.78200491,1.6,0,0
tech110,port,p72,cement,1003002,63028,38.1804,-90.3366,1965,1440000,0,1180000,5.195227233,0,0.034634848,0.034634848,0.984358844,0.034634848,0.141108561,5.022052992,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.903569369,,167.3941293,19.78200491,1.6,0,0
tech111,port,p118,cement,1000633,24175,37.4604,-79.9948,1951,1160000,0,1100000,1.342906748,0,0.055954448,0.027977224,0.715627938,0.005595445,0.141895672,1.007180061,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.289196546,,167.3941293,19.78200491,1.6,0,0
tech112,port,p92,cement,1000247,37405,35.101197,-85.345342,1923,630000,0,420000,5.01134801,0,0.208806167,0.104403084,2.670520979,0.020880617,0.141895672,3.758511007,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.936319654,,167.3941293,19.78200491,1.6,0,0
tech113,port,p101,cement,1000533,32008,29.9616,-82.8497,2003,910000,0,870000,1.283139995,0,0.053464166,0.026732083,0.68377855,0.005346417,0.141895672,0.962354996,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.283367305,,167.3941293,19.78200491,1.6,0,0
tech114,port,p101,cement,1003883,33585,28.760864,-82.025353,2006,1090000,0,780000,1.313558782,0,0.054731616,0.027365808,0.699988562,0.005473162,0.141895672,0.985169087,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.288829415,,167.3941293,19.78200491,1.6,0,0
tech115,port,p103,cement,1005629,49720,45.316951,-85.299349,1967,1390000,0,1060000,2.01304399,0,0.013420293,0.013420293,0.381418861,0.013420293,0.141108561,1.945942523,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.417710552,,167.3941293,19.78200491,1.6,0,0
tech116,port,p102,cement,1007052,33178,25.8739,-80.3756,2000,1900000,0,1710000,1.306328303,0,0.054430346,0.027215173,0.696135477,0.005443035,0.141895672,0.979746227,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.271405243,,167.3941293,19.78200491,1.6,0,0
tech117,port,p64,cement,1002102,78610,30.071044,-97.856833,1978,1040000,0,760000,4.144246191,0,0.172676925,0.086338462,2.208446984,0.017267692,0.141895672,3.108184644,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.731075502,,167.3941293,19.78200491,1.6,0,0
tech118,port,p10,cement,1002566,93561,35.12279,-118.369304,1908,907000,0,850000,1.373824485,0,0.018299342,0.018299342,0.468546456,0.018299342,0.112174447,1.154012568,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.294480163,,167.3941293,19.78200491,1.6,0,0
tech119,port,p18,cement,1006185,59752,45.944769,-111.477076,1910,430000,0,360000,1.837599327,0,0.024476823,0.024476823,0.626718086,0.024476823,0.112174447,1.543583435,0,0,0,0,0,0,0,0,0,0,1.159973256,,,,0.455175,0.419756688,,167.3941293,19.78200491,1.6,0,0
tech120,rspf_fbg,p48,glass,1003520,79118,35.12,-101.86,2015,211257.8499,0,169010,0,0,0,0,6.766817461,0,0.626260408,0,0,0,0,0,0,,,,0,0,0.12,0.062,0.74,0.11,0.165088,0.359047334,,902.3129636,19.09720684,0,0,0
tech121,rspf_flg,p94,glass,1002180,30354,33.67,-84.42,2015,145548.7678,0,116440,0,0,0,0,4.849824217,0,0.193819477,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.257331673,,763.8882735,19.09720684,0,0,0
tech122,rspf_flg,p127,glass,1001987,13021,42.96,-76.56,2015,83950,0,67160,0,0,0,0,14.07259293,0,0.562400302,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.746691781,,763.8882735,19.09720684,0,0,0
tech123,off_cng,p126,glass,1002504,8302,39.41,-75.22,2014,91250,0,73000,0,0,0,0,9.084344939,0,0.665589514,0,0,0,0,0,0,,,,0,0,0.12,0.248,0.74,0.11,0.132352,0.482015342,,477.4687173,19.09720684,0,0,0
tech124,rspf_flg,p122,glass,1001978,15823,41.25,-78.74,2015,229504.5392,0,183600,0,0,0,0,5.136748631,0,0.20528619,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.272555882,,763.8882735,19.09720684,0,0,0
tech125,rspf_flg,p122,glass,1001980,15824,41.24,-78.79,2015,97826.96064,0,78260,0,0,0,0,3.477455713,0,0.13897383,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.1845138,,763.8882735,19.09720684,0,0,0
tech126,repf_cng,p79,glass,1005977,53105,42.66,-88.29,2014,292000,0,233600,0,0,0,0.056575322,3.635204427,0,0.270488396,0,0,0,0,0,0,,,,0,0,0.12,0.248,0.74,0.11,0.132352,0.197068258,,477.4687173,19.09720684,0,0,0
tech127,rspf_flg,p103,glass,1002905,48117,42.09,-83.36,2016,438000,0,350400,0,0,0,0,5.53636133,0,0.221256402,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.293759332,,763.8882735,19.09720684,0,0,0
tech128,off_flg,p122,glass,1002217,17015,40.13,-77.17,2012,421575,0,337260,0,0,0,0,6.496053013,0,0.259609739,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.344680573,,763.8882735,19.09720684,0,0,0
tech129,rspf_cng,p115,glass,1009530,15022,40.14,-79.9,2010,113150,0,90520,0,0,0,0,4.373655734,0.013353443,0.321426292,0,0,0,0,0,0,,,,0,0,0.12,0.248,0.74,0.11,0.132352,0.232905704,,477.4687173,19.09720684,0,0,0
tech130,rspf_fbg,p95,glass,1000622,29706,34.73,-81.14,2015,101871.5744,0,81500,0,0,0,0,2.919262601,0,0.270174066,0,0,0,0,0,0,,,,0,0,0.12,0.062,0.74,0.11,0.165088,0.154896074,,902.3129636,19.09720684,0,0,0
tech131,rspf_flg,p92,glass,1005824,37642,36.5,-82.78,2012,465375,0,372300,0,0,0,0.000821128,5.973624495,0,0.238764103,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.317021246,,763.8882735,19.09720684,0,0,0
tech132,rspf_fbg,p92,glass,1000351,37040,36.6,-87.27,2015,130512.1865,0,104410,0,0,0,0,3.581629845,0.00062231,0.331532912,0,0,0,0,0,0,,,,0,0,0.12,0.062,0.74,0.11,0.165088,0.190080404,,902.3129636,19.09720684,0,0,0
tech133,rspf_flg,p122,glass,1002439,16314,41.53,-80.21,2015,420695.9432,0,336560,0,0,0,0,6.458329395,0,0.258102144,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.342678958,,763.8882735,19.09720684,0,0,0
tech134,rspf_flg,p63,glass,1002770,75110,32.06,-96.43,2015,229950,0,183960,0,0,0,0,7.550917139,0,0.301766569,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.400651663,,763.8882735,19.09720684,0,0,0
tech135,rspf_flg,p83,glass,1004085,62521,39.78,-88.9,2015,451264.7191,0,361010,0,0,0,0,6.712692799,0,0.268267581,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.35617548,,763.8882735,19.09720684,0,0,0
tech136,rspf_flg,p70,glass,1002864,52742,41.81,-90.52,2017,255500,0,204400,0,0,0,0,6.693016546,0,0.267481234,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.355131458,,763.8882735,19.09720684,0,0,0
tech137,repf_cng,p80,glass,1000105,60419,41.64,-87.6,2014,306965,0,245570,0,0,0,0,4.015046358,0,0.294173413,0,0,0,0,0,0,,,,0,0,0.12,0.248,0.74,0.11,0.132352,0.21303836,,477.4687173,19.09720684,0,0,0
tech138,rspf_fbg,p94,glass,1013352,31021,32.5,-82.98,2015,114790.0439,0,91830,0,0,0,0,4.186362409,0,0.387442553,0,0,0,0,0,0,,,,0,0,0.12,0.062,0.74,0.11,0.165088,0.222128389,,902.3129636,19.09720684,0,0,0
tech139,off_cng,p105,glass,1000002,47336,40.37,-85.2,2012,427050,0,341640,0,0,0,0,3.802671648,0,0.278613196,0,0,0,0,0,0,,,,0,0,0.12,0.248,0.74,0.11,0.132352,0.201769758,,477.4687173,19.09720684,0,0,0
tech140,rspf_flg,p50,glass,1000329,74701,34,-96.45,2017,289445,0,231560,0,0,0,0,5.700383384,0,0.227811417,0,0,0,0,0,0,,,,0,0,0.13,0,0.72,0.09,0.176,0.302462342,,763.8882735,19.09720684,0,0,0
tech141,repf_cng,p127,glass,1002181,14903,42.12,-76.81,2020,299665,0,239730,0,0,0,0,4.778024165,0,0.35007508,0,0,0,0,0,0,,,,0,0,0.12,0.248,0.74,0.11,0.132352,0.253521962,,477.4687173,19.09720684,0,0,0
